AA_count_genomic	AA_count_sample	AA_coverage	AA_percent_genomic	AA_percent_sample	AC_count_genomic	AC_count_sample	AC_coverage	AC_percent_genomic	AC_percent_sample	AG_count_genomic	AG_count_sample	AG_coverage	AG_percent_genomic	AG_percent_sample	AT_count_genomic	AT_count_sample	AT_coverage	AT_percent_genomic	AT_percent_sample	A_count_genomic	A_count_sample	A_coverage	A_percent_genomic	A_percent_sample	CA_count_genomic	CA_count_sample	CA_coverage	CA_percent_genomic	CA_percent_sample	CC_count_genomic	CC_count_sample	CC_coverage	CC_percent_genomic	CC_percent_sample	CG_count_genomic	CG_count_sample	CG_coverage	CG_percent_genomic	CG_percent_sample	CT_count_genomic	CT_count_sample	CT_coverage	CT_percent_genomic	CT_percent_sample	C_count_genomic	C_count_sample	C_coverage	C_percent_genomic	C_percent_sample	GA_count_genomic	GA_count_sample	GA_coverage	GA_percent_genomic	GA_percent_sample	GC_count_genomic	GC_count_sample	GC_coverage	GC_percent_genomic	GC_percent_sample	GG_count_genomic	GG_count_sample	GG_coverage	GG_percent_genomic	GG_percent_sample	GT_count_genomic	GT_count_sample	GT_coverage	GT_percent_genomic	GT_percent_sample	G_count_genomic	G_count_sample	G_coverage	G_percent_genomic	G_percent_sample	Sample	TA_count_genomic	TA_count_sample	TA_coverage	TA_percent_genomic	TA_percent_sample	TC_count_genomic	TC_count_sample	TC_coverage	TC_percent_genomic	TC_percent_sample	TG_count_genomic	TG_count_sample	TG_coverage	TG_percent_genomic	TG_percent_sample	TT_count_genomic	TT_count_sample	TT_coverage	TT_percent_genomic	TT_percent_sample	T_count_genomic	T_count_sample	T_coverage	T_percent_genomic	T_percent_sample
44994_45005_PO1_NC3_B6_1_val_1	83725	0.000	9.77	9.68	147939219	73912	0.000	5.04	8.54	206977301	36860	0.000	7.05	4.26	223651834	67138	0.000	7.62	7.76	865528370	263829	0.000	29.47	30.22	211544317	79107	0.000	7.20	9.14	151981070	82758	0.001	5.17	9.56	31051443	16405	0.001	1.06	1.90	207116790	79987	0.000	7.05	9.24	601694290	260439	0.000	20.49	29.83	177542656	31844	0.000	6.05	3.68	124185722	31164	0.000	4.23	3.60	152117662	23377	0.000	5.18	2.70	148469303	22579	0.000	5.06	2.61	602315979	109981	0.000	20.51	12.60		189481464	66802	0.000	6.45	7.72	177587595	70110	0.000	6.05	8.10	212168899	32778	0.000	7.22	3.79	288115228	66803	0.000	9.81	7.72	867354086	238692	0.000	29.53	27.34
44994_45005_PO2_NC3_C5_1_val_1	265714	0.001	9.77	8.11	147939219	226426	0.002	5.04	6.91	206977301	168593	0.001	7.05	5.15	223651834	235086	0.001	7.62	7.17	865528370	903473	0.001	29.47	27.33	211544317	269928	0.001	7.20	8.24	151981070	282002	0.002	5.17	8.61	31051443	52439	0.002	1.06	1.60	207116790	300128	0.001	7.05	9.16	601694290	912111	0.002	20.49	27.59	177542656	141206	0.001	6.05	4.31	124185722	130119	0.001	4.23	3.97	152117662	125123	0.001	5.18	3.82	148469303	121841	0.001	5.06	3.72	602315979	523223	0.001	20.51	15.83		189481464	219626	0.001	6.45	6.70	177587595	263881	0.001	6.05	8.05	212168899	174872	0.001	7.22	5.34	288115228	299762	0.001	9.81	9.15	867354086	966792	0.001	29.53	29.25
44994_45005_SO1_NC1_P5_1_val_1	33348	0.000	9.77	9.63	147939219	28593	0.000	5.04	8.26	206977301	12479	0.000	7.05	3.60	223651834	26031	0.000	7.62	7.52	865528370	101493	0.000	29.47	29.02	211544317	29835	0.000	7.20	8.62	151981070	34993	0.000	5.17	10.11	31051443	6150	0.000	1.06	1.78	207116790	35583	0.000	7.05	10.28	601694290	107605	0.000	20.49	30.77	177542656	10693	0.000	6.05	3.09	124185722	11296	0.000	4.23	3.26	152117662	8312	0.000	5.18	2.40	148469303	7656	0.000	5.06	2.21	602315979	38315	0.000	20.51	10.96		189481464	26587	0.000	6.45	7.68	177587595	31557	0.000	6.05	9.12	212168899	11195	0.000	7.22	3.23	288115228	31893	0.000	9.81	9.21	867354086	102262	0.000	29.53	29.24
44994_45005_SO2_NC1_A6_1_val_1	130250	0.000	9.77	9.27	147939219	112609	0.001	5.04	8.02	206977301	64940	0.000	7.05	4.62	223651834	107506	0.000	7.62	7.65	865528370	418844	0.000	29.47	29.56	211544317	122939	0.001	7.20	8.75	151981070	127486	0.001	5.17	9.07	31051443	26931	0.001	1.06	1.92	207116790	126611	0.001	7.05	9.01	601694290	407367	0.001	20.49	28.75	177542656	55357	0.000	6.05	3.94	124185722	53649	0.000	4.23	3.82	152117662	44734	0.000	5.18	3.18	148469303	43217	0.000	5.06	3.08	602315979	198786	0.000	20.51	14.03		189481464	106928	0.001	6.45	7.61	177587595	109530	0.001	6.05	7.80	212168899	61230	0.000	7.22	4.36	288115228	110930	0.000	9.81	7.90	867354086	392093	0.000	29.53	27.67
44994_45005_SO3_NC1_D6_1_val_1	242014	0.001	9.77	9.74	147939219	216838	0.001	5.04	8.73	206977301	106328	0.001	7.05	4.28	223651834	193634	0.001	7.62	7.80	865528370	765079	0.001	29.47	30.55	211544317	226476	0.001	7.20	9.12	151981070	238093	0.002	5.17	9.59	31051443	49542	0.002	1.06	1.99	207116790	228487	0.001	7.05	9.20	601694290	748813	0.001	20.49	29.90	177542656	91748	0.001	6.05	3.69	124185722	91726	0.001	4.23	3.69	152117662	67301	0.000	5.18	2.71	148469303	64908	0.000	5.06	2.61	602315979	318555	0.001	20.51	12.72		189481464	198351	0.001	6.45	7.99	177587595	194739	0.001	6.05	7.84	212168899	93871	0.000	7.22	3.78	288115228	179470	0.001	9.81	7.23	867354086	672305	0.001	29.53	26.84
45208_44650_PO1_NC5_A7_1_val_1	80545	0.000	9.77	8.61	147939219	69718	0.000	5.04	7.45	206977301	47427	0.000	7.05	5.07	223651834	69987	0.000	7.62	7.48	865528370	270054	0.000	29.47	28.60	211544317	79488	0.000	7.20	8.49	151981070	80801	0.001	5.17	8.63	31051443	16901	0.001	1.06	1.81	207116790	83700	0.000	7.05	8.94	601694290	263075	0.000	20.49	27.87	177542656	38690	0.000	6.05	4.13	124185722	37441	0.000	4.23	4.00	152117662	34380	0.000	5.18	3.67	148469303	32111	0.000	5.06	3.43	602315979	143852	0.000	20.51	15.24		189481464	69023	0.000	6.45	7.37	177587595	72577	0.000	6.05	7.75	212168899	44450	0.000	7.22	4.75	288115228	78693	0.000	9.81	8.41	867354086	267122	0.000	29.53	28.29
45208_44650_PO2_NC3_B7_1_val_1	59614	0.000	9.77	8.13	147939219	51371	0.000	5.04	7.01	206977301	37672	0.000	7.05	5.14	223651834	52163	0.000	7.62	7.11	865528370	202628	0.000	29.47	27.39	211544317	60429	0.000	7.20	8.24	151981070	62729	0.000	5.17	8.56	31051443	12056	0.000	1.06	1.64	207116790	67959	0.000	7.05	9.27	601694290	204833	0.000	20.49	27.69	177542656	31063	0.000	6.05	4.24	124185722	29308	0.000	4.23	4.00	152117662	28766	0.000	5.18	3.92	148469303	26232	0.000	5.06	3.58	602315979	116427	0.000	20.51	15.74		189481464	49792	0.000	6.45	6.79	177587595	59311	0.000	6.05	8.09	212168899	37369	0.000	7.22	5.10	288115228	67346	0.000	9.81	9.19	867354086	215828	0.000	29.53	29.18
45208_44650_PO3_NC5_C8_1_val_1	675841	0.002	9.77	8.11	147939219	555332	0.004	5.04	6.66	206977301	459242	0.002	7.05	5.51	223651834	617161	0.003	7.62	7.41	865528370	2327637	0.003	29.47	27.69	211544317	656958	0.003	7.20	7.88	151981070	652290	0.004	5.17	7.83	31051443	149248	0.005	1.06	1.79	207116790	705592	0.003	7.05	8.47	601694290	2182105	0.004	20.49	25.96	177542656	376835	0.002	6.05	4.52	124185722	341285	0.003	4.23	4.10	152117662	365317	0.002	5.18	4.38	148469303	348801	0.002	5.06	4.19	602315979	1445266	0.002	20.51	17.19		189481464	599440	0.003	6.45	7.19	177587595	610626	0.003	6.05	7.33	212168899	464983	0.002	7.22	5.58	288115228	754926	0.003	9.81	9.06	867354086	2451265	0.003	29.53	29.16
45208_44650_SO1_NC1_N6_1_val_1	554790	0.002	9.77	8.08	147939219	451955	0.003	5.04	6.58	206977301	366937	0.002	7.05	5.34	223651834	493708	0.002	7.62	7.19	865528370	1884454	0.002	29.47	27.19	211544317	545444	0.003	7.20	7.94	151981070	565647	0.004	5.17	8.24	31051443	112125	0.004	1.06	1.63	207116790	614454	0.003	7.05	8.95	601694290	1853493	0.003	20.49	26.74	177542656	303982	0.002	6.05	4.43	124185722	274806	0.002	4.23	4.00	152117662	285595	0.002	5.18	4.16	148469303	269450	0.002	5.06	3.92	602315979	1144619	0.002	20.51	16.52		189481464	464742	0.002	6.45	6.77	177587595	541471	0.003	6.05	7.88	212168899	375229	0.002	7.22	5.46	288115228	648271	0.002	9.81	9.44	867354086	2047744	0.002	29.53	29.55
45208_44650_SO2_NC1_O6_1_val_1	243141	0.001	9.77	8.41	147939219	201930	0.001	5.04	6.99	206977301	143826	0.001	7.05	4.98	223651834	214982	0.001	7.62	7.44	865528370	811096	0.001	29.47	27.82	211544317	234445	0.001	7.20	8.11	151981070	244839	0.002	5.17	8.47	31051443	48659	0.002	1.06	1.68	207116790	263630	0.001	7.05	9.12	601694290	798399	0.001	20.49	27.39	177542656	118798	0.001	6.05	4.11	124185722	110489	0.001	4.23	3.82	152117662	106370	0.001	5.18	3.68	148469303	103364	0.001	5.06	3.58	602315979	443084	0.001	20.51	15.20		189481464	207726	0.001	6.45	7.19	177587595	232900	0.001	6.05	8.06	212168899	142259	0.001	7.22	4.92	288115228	272047	0.001	9.81	9.42	867354086	862774	0.001	29.53	29.59
45208_44650_SO3_NC1_P6_1_val_1	10805	0.000	9.77	7.02	147939219	7567	0.000	5.04	4.92	206977301	8241	0.000	7.05	5.35	223651834	10280	0.000	7.62	6.68	865528370	37269	0.000	29.47	23.98	211544317	10764	0.000	7.20	6.99	151981070	13066	0.000	5.17	8.49	31051443	1341	0.000	1.06	0.87	207116790	15372	0.000	7.05	9.99	601694290	40888	0.000	20.49	26.31	177542656	6784	0.000	6.05	4.41	124185722	5629	0.000	4.23	3.66	152117662	6574	0.000	5.18	4.27	148469303	6497	0.000	5.06	4.22	602315979	25749	0.000	20.51	16.57		189481464	8633	0.000	6.45	5.61	177587595	14146	0.000	6.05	9.19	212168899	9478	0.000	7.22	6.16	288115228	18748	0.000	9.81	12.18	867354086	51501	0.000	29.53	33.14
45208_45054_BL1_NC16_I7_1_val_1	67286	0.000	9.77	9.50	147939219	61057	0.000	5.04	8.62	206977301	32040	0.000	7.05	4.52	223651834	54303	0.000	7.62	7.67	865528370	216590	0.000	29.47	30.32	211544317	63779	0.000	7.20	9.01	151981070	66303	0.000	5.17	9.36	31051443	14827	0.000	1.06	2.09	207116790	63601	0.000	7.05	8.98	601694290	210274	0.000	20.49	29.44	177542656	26315	0.000	6.05	3.72	124185722	28031	0.000	4.23	3.96	152117662	22926	0.000	5.18	3.24	148469303	19644	0.000	5.06	2.77	602315979	97762	0.000	20.51	13.69		189481464	57232	0.000	6.45	8.08	177587595	52802	0.000	6.05	7.46	212168899	27506	0.000	7.22	3.88	288115228	50467	0.000	9.81	7.13	867354086	189663	0.000	29.53	26.55
45208_45054_BL2_NC16_J7_1_val_1	296479	0.001	9.77	7.39	147939219	226258	0.002	5.04	5.64	206977301	205223	0.001	7.05	5.12	223651834	283742	0.001	7.62	7.08	865528370	1021734	0.001	29.47	25.24	211544317	306470	0.001	7.20	7.64	151981070	333173	0.002	5.17	8.31	31051443	38160	0.001	1.06	0.95	207116790	391882	0.002	7.05	9.77	601694290	1079145	0.002	20.49	26.66	177542656	170977	0.001	6.05	4.26	124185722	137674	0.001	4.23	3.43	152117662	154610	0.001	5.18	3.86	148469303	158133	0.001	5.06	3.94	602315979	627525	0.001	20.51	15.50		189481464	238997	0.001	6.45	5.96	177587595	369962	0.002	6.05	9.23	212168899	226717	0.001	7.22	5.65	288115228	471206	0.002	9.81	11.75	867354086	1319472	0.002	29.53	32.60
45208_45054_BL3_NC16_K7_1_val_1	379019	0.001	9.77	6.97	147939219	284676	0.002	5.04	5.23	206977301	320014	0.002	7.05	5.88	223651834	378416	0.002	7.62	6.96	865528370	1374467	0.002	29.47	25.05	211544317	396617	0.002	7.20	7.29	151981070	399073	0.003	5.17	7.34	31051443	65135	0.002	1.06	1.20	207116790	488902	0.002	7.05	8.99	601694290	1361251	0.002	20.49	24.81	177542656	263659	0.001	6.05	4.85	124185722	224495	0.002	4.23	4.13	152117662	249841	0.002	5.18	4.59	148469303	254146	0.002	5.06	4.67	602315979	1001644	0.002	20.51	18.25		189481464	325111	0.002	6.45	5.98	177587595	437676	0.002	6.05	8.05	212168899	362618	0.002	7.22	6.67	288115228	608795	0.002	9.81	11.19	867354086	1749944	0.002	29.53	31.89
45208_45054_BL4_NC16_L7_1_val_1	330178	0.001	9.77	7.43	147939219	253844	0.002	5.04	5.71	206977301	229325	0.001	7.05	5.16	223651834	308008	0.001	7.62	6.93	865528370	1132501	0.001	29.47	25.25	211544317	335349	0.002	7.20	7.55	151981070	372954	0.002	5.17	8.40	31051443	51065	0.002	1.06	1.15	207116790	431832	0.002	7.05	9.72	601694290	1201905	0.002	20.49	26.80	177542656	189884	0.001	6.05	4.27	124185722	162081	0.001	4.23	3.65	152117662	178525	0.001	5.18	4.02	148469303	175432	0.001	5.06	3.95	602315979	713066	0.001	20.51	15.90		189481464	267121	0.001	6.45	6.01	177587595	399386	0.002	6.05	8.99	212168899	251222	0.001	7.22	5.66	288115228	505805	0.002	9.81	11.39	867354086	1437437	0.002	29.53	32.05
45208_45054_BL5_NC16_M7_1_val_1	239887	0.001	9.77	8.15	147939219	180772	0.001	5.04	6.14	206977301	139885	0.001	7.05	4.75	223651834	211552	0.001	7.62	7.18	865528370	780190	0.001	29.47	26.23	211544317	230500	0.001	7.20	7.83	151981070	253489	0.002	5.17	8.61	31051443	32754	0.001	1.06	1.11	207116790	290841	0.001	7.05	9.88	601694290	815145	0.001	20.49	27.41	177542656	116446	0.001	6.05	3.95	124185722	99109	0.001	4.23	3.37	152117662	104168	0.001	5.18	3.54	148469303	104331	0.001	5.06	3.54	602315979	428260	0.001	20.51	14.40		189481464	186072	0.001	6.45	6.32	177587595	271996	0.002	6.05	9.24	212168899	149705	0.001	7.22	5.08	288115228	333152	0.001	9.81	11.31	867354086	950699	0.001	29.53	31.96
45208_45054_BL6_NC16_N7_1_val_1	221040	0.001	9.77	7.85	147939219	165277	0.001	5.04	5.87	206977301	151349	0.001	7.05	5.37	223651834	201020	0.001	7.62	7.14	865528370	745563	0.001	29.47	26.23	211544317	214973	0.001	7.20	7.63	151981070	224481	0.001	5.17	7.97	31051443	33190	0.001	1.06	1.18	207116790	260593	0.001	7.05	9.25	601694290	739739	0.001	20.49	26.03	177542656	126188	0.001	6.05	4.48	124185722	103879	0.001	4.23	3.69	152117662	112683	0.001	5.18	4.00	148469303	114833	0.001	5.06	4.08	602315979	462075	0.001	20.51	16.26		189481464	177178	0.001	6.45	6.29	177587595	237849	0.001	6.05	8.45	212168899	162856	0.001	7.22	5.78	288115228	308422	0.001	9.81	10.95	867354086	894796	0.001	29.53	31.48
45208_45054_EO1_NC8_D7_1_val_1	490233	0.002	9.77	8.78	147939219	428394	0.003	5.04	7.68	206977301	274605	0.001	7.05	4.92	223651834	423653	0.002	7.62	7.59	865528370	1630819	0.002	29.47	28.97	211544317	471180	0.002	7.20	8.44	151981070	482500	0.003	5.17	8.65	31051443	111062	0.004	1.06	1.99	207116790	492713	0.002	7.05	8.83	601694290	1570542	0.003	20.49	27.90	177542656	224421	0.001	6.05	4.02	124185722	223136	0.002	4.23	4.00	152117662	204701	0.001	5.18	3.67	148469303	190022	0.001	5.06	3.41	602315979	849874	0.001	20.51	15.10		189481464	430681	0.002	6.45	7.72	177587595	421170	0.002	6.05	7.55	212168899	255506	0.001	7.22	4.58	288115228	456367	0.002	9.81	8.18	867354086	1577471	0.002	29.53	28.03
45208_45054_EO2_NC8_E7_1_val_1	65861	0.000	9.77	8.85	147939219	56988	0.000	5.04	7.65	206977301	38226	0.000	7.05	5.13	223651834	56768	0.000	7.62	7.63	865528370	219661	0.000	29.47	29.25	211544317	62091	0.000	7.20	8.34	151981070	62017	0.000	5.17	8.33	31051443	15130	0.000	1.06	2.03	207116790	63279	0.000	7.05	8.50	601694290	204278	0.000	20.49	27.21	177542656	31636	0.000	6.05	4.25	124185722	30294	0.000	4.23	4.07	152117662	28795	0.000	5.18	3.87	148469303	26886	0.000	5.06	3.61	602315979	118650	0.000	20.51	15.80		189481464	58194	0.000	6.45	7.82	177587595	52838	0.000	6.05	7.10	212168899	35999	0.000	7.22	4.84	288115228	59464	0.000	9.81	7.99	867354086	208277	0.000	29.53	27.74
45208_45054_EO3_NC8_F7_1_val_1	47384	0.000	9.77	8.34	147939219	38546	0.000	5.04	6.78	206977301	29866	0.000	7.05	5.25	223651834	41986	0.000	7.62	7.39	865528370	159135	0.000	29.47	27.75	211544317	46290	0.000	7.20	8.14	151981070	47211	0.000	5.17	8.31	31051443	8663	0.000	1.06	1.52	207116790	50705	0.000	7.05	8.92	601694290	154068	0.000	20.49	26.87	177542656	24706	0.000	6.05	4.35	124185722	22410	0.000	4.23	3.94	152117662	21752	0.000	5.18	3.83	148469303	21420	0.000	5.06	3.77	602315979	91158	0.000	20.51	15.90		189481464	39449	0.000	6.45	6.94	177587595	44292	0.000	6.05	7.79	212168899	30455	0.000	7.22	5.36	288115228	53251	0.000	9.81	9.37	867354086	169003	0.000	29.53	29.48
45208_45054_EO4_NC8_G7_1_val_1	91881	0.000	9.77	7.59	147939219	78132	0.001	5.04	6.45	206977301	58217	0.000	7.05	4.81	223651834	84954	0.000	7.62	7.02	865528370	316389	0.000	29.47	25.88	211544317	100370	0.000	7.20	8.29	151981070	107431	0.001	5.17	8.87	31051443	13245	0.000	1.06	1.09	207116790	118635	0.001	7.05	9.80	601694290	342869	0.001	20.49	28.04	177542656	48404	0.000	6.05	4.00	124185722	41616	0.000	4.23	3.44	152117662	44687	0.000	5.18	3.69	148469303	43495	0.000	5.06	3.59	602315979	179966	0.000	20.51	14.72		189481464	72881	0.000	6.45	6.02	177587595	111703	0.001	6.05	9.23	212168899	63013	0.000	7.22	5.20	288115228	132131	0.000	9.81	10.91	867354086	383515	0.000	29.53	31.37
45208_45054_EO5_NC8_H7_1_val_1	110729	0.000	9.77	7.40	147939219	86980	0.001	5.04	5.81	206977301	78259	0.000	7.05	5.23	223651834	105395	0.000	7.62	7.04	865528370	385050	0.000	29.47	25.48	211544317	114163	0.001	7.20	7.63	151981070	122155	0.001	5.17	8.16	31051443	18064	0.001	1.06	1.21	207116790	143428	0.001	7.05	9.58	601694290	401252	0.001	20.49	26.56	177542656	65347	0.000	6.05	4.37	124185722	56550	0.000	4.23	3.78	152117662	59060	0.000	5.18	3.95	148469303	59798	0.000	5.06	3.99	602315979	243064	0.000	20.51	16.09		189481464	91700	0.000	6.45	6.13	177587595	130996	0.001	6.05	8.75	212168899	86675	0.000	7.22	5.79	288115228	167581	0.001	9.81	11.20	867354086	481544	0.001	29.53	31.87
45669_44700_PO1_NC5_O8_1_val_1	287611	0.001	9.77	8.90	147939219	238708	0.002	5.04	7.39	206977301	157987	0.001	7.05	4.89	223651834	241253	0.001	7.62	7.47	865528370	933650	0.001	29.47	28.64	211544317	274864	0.001	7.20	8.51	151981070	283693	0.002	5.17	8.78	31051443	53859	0.002	1.06	1.67	207116790	292974	0.001	7.05	9.07	601694290	913341	0.002	20.49	28.02	177542656	133392	0.001	6.05	4.13	124185722	123086	0.001	4.23	3.81	152117662	111246	0.001	5.18	3.44	148469303	107499	0.001	5.06	3.33	602315979	479688	0.001	20.51	14.72		189481464	229369	0.001	6.45	7.10	177587595	258489	0.001	6.05	8.00	212168899	154485	0.001	7.22	4.78	288115228	281833	0.001	9.81	8.72	867354086	932958	0.001	29.53	28.62
45669_44700_PO2_NC5_P8_1_val_1	590942	0.002	9.77	8.88	147939219	494592	0.003	5.04	7.43	206977301	320465	0.002	7.05	4.82	223651834	490925	0.002	7.62	7.38	865528370	1914152	0.002	29.47	28.51	211544317	567337	0.003	7.20	8.53	151981070	592600	0.004	5.17	8.91	31051443	102643	0.003	1.06	1.54	207116790	616084	0.003	7.05	9.26	601694290	1895363	0.003	20.49	28.23	177542656	273877	0.002	6.05	4.12	124185722	245288	0.002	4.23	3.69	152117662	224173	0.001	5.18	3.37	148469303	216454	0.001	5.06	3.25	602315979	969170	0.002	20.51	14.43		189481464	465844	0.002	6.45	7.00	177587595	542046	0.003	6.05	8.15	212168899	317714	0.001	7.22	4.78	288115228	592365	0.002	9.81	8.90	867354086	1936130	0.002	29.53	28.83
45669_44700_PO3_NC4_A9_1_val_1	1142706	0.004	9.77	8.64	147939219	919759	0.006	5.04	6.96	206977301	688156	0.003	7.05	5.20	223651834	986618	0.004	7.62	7.46	865528370	3769347	0.004	29.47	28.25	211544317	1092776	0.005	7.20	8.26	151981070	1088180	0.007	5.17	8.23	31051443	207145	0.007	1.06	1.57	207116790	1173404	0.006	7.05	8.87	601694290	3592503	0.006	20.49	26.93	177542656	583566	0.003	6.05	4.41	124185722	510176	0.004	4.23	3.86	152117662	488053	0.003	5.18	3.69	148469303	485002	0.003	5.06	3.67	602315979	2086196	0.003	20.51	15.64		189481464	918253	0.005	6.45	6.94	177587595	1037608	0.006	6.05	7.85	212168899	693579	0.003	7.22	5.25	288115228	1207964	0.004	9.81	9.14	867354086	3893105	0.004	29.53	29.18
45669_44700_SO1_NC1_L8_1_val_1	419966	0.001	9.77	9.48	147939219	376805	0.003	5.04	8.51	206977301	202866	0.001	7.05	4.58	223651834	342135	0.002	7.62	7.73	865528370	1353540	0.002	29.47	30.31	211544317	394960	0.002	7.20	8.92	151981070	400276	0.003	5.17	9.04	31051443	93795	0.003	1.06	2.12	207116790	393859	0.002	7.05	8.89	601694290	1293481	0.002	20.49	28.96	177542656	167810	0.001	6.05	3.79	124185722	173899	0.001	4.23	3.93	152117662	144451	0.001	5.18	3.26	148469303	128655	0.001	5.06	2.91	602315979	620405	0.001	20.51	13.89		189481464	358961	0.002	6.45	8.11	177587595	329623	0.002	6.05	7.44	212168899	176335	0.001	7.22	3.98	288115228	323532	0.001	9.81	7.31	867354086	1198951	0.001	29.53	26.84
45669_44700_SO2_NC1_M8_1_val_1	120415	0.000	9.77	9.09	147939219	100516	0.001	5.04	7.59	206977301	57806	0.000	7.05	4.36	223651834	100441	0.000	7.62	7.58	865528370	382854	0.000	29.47	28.63	211544317	113588	0.001	7.20	8.57	151981070	122730	0.001	5.17	9.26	31051443	22398	0.001	1.06	1.69	207116790	126035	0.001	7.05	9.51	601694290	388207	0.001	20.49	29.03	177542656	49033	0.000	6.05	3.70	124185722	46485	0.000	4.23	3.51	152117662	39238	0.000	5.18	2.96	148469303	38672	0.000	5.06	2.92	602315979	175015	0.000	20.51	13.09		189481464	96252	0.001	6.45	7.27	177587595	114470	0.001	6.05	8.64	212168899	54694	0.000	7.22	4.13	288115228	121929	0.000	9.81	9.20	867354086	391088	0.000	29.53	29.25
45669_44700_SO3_NC1_N8_1_val_1	68731	0.000	9.77	7.56	147939219	51983	0.000	5.04	5.72	206977301	50388	0.000	7.05	5.54	223651834	63820	0.000	7.62	7.02	865528370	237138	0.000	29.47	25.83	211544317	69229	0.000	7.20	7.61	151981070	72967	0.000	5.17	8.02	31051443	10871	0.000	1.06	1.20	207116790	83220	0.000	7.05	9.15	601694290	238500	0.000	20.49	25.98	177542656	42315	0.000	6.05	4.65	124185722	35656	0.000	4.23	3.92	152117662	39060	0.000	5.18	4.29	148469303	38488	0.000	5.06	4.23	602315979	157011	0.000	20.51	17.10		189481464	54891	0.000	6.45	6.04	177587595	75152	0.000	6.05	8.26	212168899	56078	0.000	7.22	6.17	288115228	96648	0.000	9.81	10.63	867354086	285533	0.000	29.53	31.10
45669_44964_PO1_NC4_B8_1_val_1	75794	0.000	9.77	9.02	147939219	64383	0.000	5.04	7.66	206977301	41704	0.000	7.05	4.96	223651834	63288	0.000	7.62	7.53	865528370	247220	0.000	29.47	29.18	211544317	72380	0.000	7.20	8.62	151981070	73287	0.000	5.17	8.72	31051443	15444	0.000	1.06	1.84	207116790	74201	0.000	7.05	8.83	601694290	237304	0.000	20.49	28.01	177542656	35231	0.000	6.05	4.19	124185722	32950	0.000	4.23	3.92	152117662	28566	0.000	5.18	3.40	148469303	28211	0.000	5.06	3.36	602315979	126079	0.000	20.51	14.88		189481464	61726	0.000	6.45	7.35	177587595	64294	0.000	6.05	7.65	212168899	39781	0.000	7.22	4.74	288115228	68746	0.000	9.81	8.18	867354086	236625	0.000	29.53	27.93
45669_44964_PO2_NC4_C7_1_val_1	241868	0.001	9.77	9.73	147939219	214211	0.001	5.04	8.62	206977301	105858	0.001	7.05	4.26	223651834	193143	0.001	7.62	7.77	865528370	761689	0.001	29.47	30.38	211544317	228769	0.001	7.20	9.20	151981070	239102	0.002	5.17	9.62	31051443	45640	0.001	1.06	1.84	207116790	230745	0.001	7.05	9.28	601694290	750620	0.001	20.49	29.94	177542656	91203	0.001	6.05	3.67	124185722	89624	0.001	4.23	3.61	152117662	64974	0.000	5.18	2.61	148469303	63665	0.000	5.06	2.56	602315979	312224	0.001	20.51	12.45		189481464	193196	0.001	6.45	7.77	177587595	200202	0.001	6.05	8.06	212168899	94251	0.000	7.22	3.79	288115228	188843	0.001	9.81	7.60	867354086	682728	0.001	29.53	27.23
45669_44964_PO3_NC3_D8_1_val_1	282963	0.001	9.77	8.33	147939219	229380	0.002	5.04	6.75	206977301	181095	0.001	7.05	5.33	223651834	249052	0.001	7.62	7.33	865528370	950584	0.001	29.47	27.73	211544317	277402	0.001	7.20	8.16	151981070	279689	0.002	5.17	8.23	31051443	53159	0.002	1.06	1.56	207116790	300392	0.001	7.05	8.84	601694290	918163	0.002	20.49	26.79	177542656	151711	0.001	6.05	4.46	124185722	137759	0.001	4.23	4.05	152117662	132599	0.001	5.18	3.90	148469303	130854	0.001	5.06	3.85	602315979	558021	0.001	20.51	16.28		189481464	231139	0.001	6.45	6.80	177587595	261881	0.001	6.05	7.71	212168899	188631	0.001	7.22	5.55	288115228	310804	0.001	9.81	9.15	867354086	1001118	0.001	29.53	29.21
45669_44964_PO4_NC3_E8_1_val_1	357223	0.001	9.77	9.13	147939219	298324	0.002	5.04	7.63	206977301	188639	0.001	7.05	4.82	223651834	300465	0.001	7.62	7.68	865528370	1154042	0.001	29.47	29.25	211544317	337437	0.002	7.20	8.63	151981070	339082	0.002	5.17	8.67	31051443	65089	0.002	1.06	1.66	207116790	350307	0.002	7.05	8.96	601694290	1101208	0.002	20.49	27.91	177542656	161586	0.001	6.05	4.13	124185722	147757	0.001	4.23	3.78	152117662	127116	0.001	5.18	3.25	148469303	127060	0.001	5.06	3.25	602315979	568622	0.001	20.51	14.41		189481464	288270	0.002	6.45	7.37	177587595	305073	0.002	6.05	7.80	212168899	185077	0.001	7.22	4.73	288115228	332757	0.001	9.81	8.51	867354086	1121275	0.001	29.53	28.42
