AA_count_genomic	AA_count_sample	AA_coverage	AA_percent_genomic	AA_percent_sample	AC_count_genomic	AC_count_sample	AC_coverage	AC_percent_genomic	AC_percent_sample	AG_count_genomic	AG_count_sample	AG_coverage	AG_percent_genomic	AG_percent_sample	AT_count_genomic	AT_count_sample	AT_coverage	AT_percent_genomic	AT_percent_sample	A_count_genomic	A_count_sample	A_coverage	A_percent_genomic	A_percent_sample	CA_count_genomic	CA_count_sample	CA_coverage	CA_percent_genomic	CA_percent_sample	CC_count_genomic	CC_count_sample	CC_coverage	CC_percent_genomic	CC_percent_sample	CG_count_genomic	CG_count_sample	CG_coverage	CG_percent_genomic	CG_percent_sample	CT_count_genomic	CT_count_sample	CT_coverage	CT_percent_genomic	CT_percent_sample	C_count_genomic	C_count_sample	C_coverage	C_percent_genomic	C_percent_sample	GA_count_genomic	GA_count_sample	GA_coverage	GA_percent_genomic	GA_percent_sample	GC_count_genomic	GC_count_sample	GC_coverage	GC_percent_genomic	GC_percent_sample	GG_count_genomic	GG_count_sample	GG_coverage	GG_percent_genomic	GG_percent_sample	GT_count_genomic	GT_count_sample	GT_coverage	GT_percent_genomic	GT_percent_sample	G_count_genomic	G_count_sample	G_coverage	G_percent_genomic	G_percent_sample	Sample	TA_count_genomic	TA_count_sample	TA_coverage	TA_percent_genomic	TA_percent_sample	TC_count_genomic	TC_count_sample	TC_coverage	TC_percent_genomic	TC_percent_sample	TG_count_genomic	TG_count_sample	TG_coverage	TG_percent_genomic	TG_percent_sample	TT_count_genomic	TT_count_sample	TT_coverage	TT_percent_genomic	TT_percent_sample	T_count_genomic	T_count_sample	T_coverage	T_percent_genomic	T_percent_sample
38897_44643_SO1_NC1_A1_1_val_1	50314	0.000	9.77	9.07	147939219	40459	0.000	5.04	7.29	206977301	20094	0.000	7.05	3.62	223651834	39344	0.000	7.62	7.09	865528370	151798	0.000	29.47	27.09	211544317	44815	0.000	7.20	8.08	151981070	57222	0.000	5.17	10.32	31051443	7316	0.000	1.06	1.32	207116790	60830	0.000	7.05	10.97	601694290	171877	0.000	20.49	30.67	177542656	16793	0.000	6.05	3.03	124185722	16138	0.000	4.23	2.91	152117662	13884	0.000	5.18	2.50	148469303	13708	0.000	5.06	2.47	602315979	61093	0.000	20.51	10.90		189481464	38392	0.000	6.45	6.92	177587595	56099	0.000	6.05	10.11	212168899	19485	0.000	7.22	3.51	288115228	59726	0.000	9.81	10.77	867354086	175579	0.000	29.53	31.33
38897_44643_SO2_NC1_B1_1_val_1	78571	0.000	9.77	7.81	147939219	64519	0.000	5.04	6.42	206977301	53514	0.000	7.05	5.32	223651834	73213	0.000	7.62	7.28	865528370	272044	0.000	29.47	26.82	211544317	80747	0.000	7.20	8.03	151981070	81997	0.001	5.17	8.15	31051443	13413	0.000	1.06	1.33	207116790	91422	0.000	7.05	9.09	601694290	269756	0.000	20.49	26.60	177542656	44829	0.000	6.05	4.46	124185722	38438	0.000	4.23	3.82	152117662	39111	0.000	5.18	3.89	148469303	39887	0.000	5.06	3.97	602315979	163859	0.000	20.51	16.16		189481464	65873	0.000	6.45	6.55	177587595	81925	0.000	6.05	8.15	212168899	57132	0.000	7.22	5.68	288115228	100908	0.000	9.81	10.04	867354086	308601	0.000	29.53	30.43
38897_44643_SO3_NC1_C2_1_val_1	244498	0.001	9.77	7.48	147939219	193245	0.001	5.04	5.91	206977301	185745	0.001	7.05	5.68	223651834	230876	0.001	7.62	7.06	865528370	861676	0.001	29.47	26.13	211544317	253280	0.001	7.20	7.75	151981070	252107	0.002	5.17	7.71	31051443	43819	0.001	1.06	1.34	207116790	294257	0.001	7.05	9.00	601694290	850344	0.001	20.49	25.79	177542656	154710	0.001	6.05	4.73	124185722	133861	0.001	4.23	4.09	152117662	141411	0.001	5.18	4.33	148469303	140407	0.001	5.06	4.29	602315979	575541	0.001	20.51	17.45		189481464	202800	0.001	6.45	6.20	177587595	262371	0.001	6.05	8.02	212168899	202032	0.001	7.22	6.18	288115228	334182	0.001	9.81	10.22	867354086	1010217	0.001	29.53	30.63
38897_44700_PO1_NC5_D1_1_val_1	503671	0.002	9.77	8.94	147939219	442085	0.003	5.04	7.84	206977301	272033	0.001	7.05	4.83	223651834	426032	0.002	7.62	7.56	865528370	1657838	0.002	29.47	29.17	211544317	487166	0.002	7.20	8.64	151981070	493343	0.003	5.17	8.75	31051443	110022	0.004	1.06	1.95	207116790	503588	0.002	7.05	8.94	601694290	1607224	0.003	20.49	28.28	177542656	224438	0.001	6.05	3.98	124185722	225831	0.002	4.23	4.01	152117662	195182	0.001	5.18	3.46	148469303	183085	0.001	5.06	3.25	602315979	835886	0.001	20.51	14.71		189481464	428765	0.002	6.45	7.61	177587595	430555	0.002	6.05	7.64	212168899	254527	0.001	7.22	4.52	288115228	455778	0.002	9.81	8.09	867354086	1583284	0.002	29.53	27.85
38897_44700_SO1_NC1_E1_1_val_1	69904	0.000	9.77	8.88	147939219	61932	0.000	5.04	7.87	206977301	32585	0.000	7.05	4.14	223651834	58005	0.000	7.62	7.37	865528370	224575	0.000	29.47	28.26	211544317	67673	0.000	7.20	8.59	151981070	77856	0.001	5.17	9.89	31051443	14083	0.000	1.06	1.79	207116790	78071	0.000	7.05	9.91	601694290	239763	0.000	20.49	30.17	177542656	26993	0.000	6.05	3.43	124185722	27880	0.000	4.23	3.54	152117662	23030	0.000	5.18	2.92	148469303	21211	0.000	5.06	2.69	602315979	100020	0.000	20.51	12.59		189481464	57953	0.000	6.45	7.36	177587595	69709	0.000	6.05	8.85	212168899	29878	0.000	7.22	3.79	288115228	70656	0.000	9.81	8.97	867354086	230326	0.000	29.53	28.98
38897_44700_SO2_NC1_F1_1_val_1	109574	0.000	9.77	8.66	147939219	93733	0.001	5.04	7.41	206977301	63201	0.000	7.05	5.00	223651834	95000	0.000	7.62	7.51	865528370	364577	0.000	29.47	28.57	211544317	107038	0.001	7.20	8.46	151981070	108421	0.001	5.17	8.57	31051443	21712	0.001	1.06	1.72	207116790	113880	0.001	7.05	9.00	601694290	353954	0.001	20.49	27.74	177542656	52001	0.000	6.05	4.11	124185722	49883	0.000	4.23	3.94	152117662	45025	0.000	5.18	3.56	148469303	43239	0.000	5.06	3.42	602315979	191949	0.000	20.51	15.04		189481464	92904	0.000	6.45	7.34	177587595	98375	0.001	6.05	7.78	212168899	61098	0.000	7.22	4.83	288115228	109951	0.000	9.81	8.69	867354086	365472	0.000	29.53	28.64
38897_44700_SO3_NC1_G1_1_val_1	148914	0.001	9.77	9.52	147939219	128605	0.001	5.04	8.22	206977301	66507	0.000	7.05	4.25	223651834	120381	0.001	7.62	7.70	865528370	468686	0.001	29.47	29.70	211544317	139948	0.001	7.20	8.95	151981070	144807	0.001	5.17	9.26	31051443	28015	0.001	1.06	1.79	207116790	147970	0.001	7.05	9.46	601694290	464826	0.001	20.49	29.45	177542656	55679	0.000	6.05	3.56	124185722	56857	0.000	4.23	3.64	152117662	44459	0.000	5.18	2.84	148469303	41413	0.000	5.06	2.65	602315979	200128	0.000	20.51	12.68		189481464	119820	0.001	6.45	7.66	177587595	129942	0.001	6.05	8.31	212168899	60232	0.000	7.22	3.85	288115228	130441	0.000	9.81	8.34	867354086	444487	0.001	29.53	28.17
38897_44700_SO4_NC1_H1_1_val_1	114966	0.000	9.77	8.53	147939219	86266	0.001	5.04	6.40	206977301	73009	0.000	7.05	5.42	223651834	100654	0.000	7.62	7.47	865528370	378166	0.000	29.47	27.81	211544317	106819	0.001	7.20	7.92	151981070	103673	0.001	5.17	7.69	31051443	18561	0.001	1.06	1.38	207116790	119343	0.001	7.05	8.85	601694290	351375	0.001	20.49	25.84	177542656	61777	0.000	6.05	4.58	124185722	52600	0.000	4.23	3.90	152117662	52804	0.000	5.18	3.92	148469303	53137	0.000	5.06	3.94	602315979	222413	0.000	20.51	16.35		189481464	91575	0.000	6.45	6.79	177587595	105109	0.001	6.05	7.80	212168899	77147	0.000	7.22	5.72	288115228	130623	0.000	9.81	9.69	867354086	408069	0.000	29.53	30.00
39053_45005_PO1_NC2_I1_1_val_1	280333	0.001	9.77	9.99	147939219	257230	0.002	5.04	9.17	206977301	114676	0.001	7.05	4.09	223651834	220073	0.001	7.62	7.84	865528370	879700	0.001	29.47	31.08	211544317	264590	0.001	7.20	9.43	151981070	277447	0.002	5.17	9.89	31051443	58777	0.002	1.06	2.09	207116790	257400	0.001	7.05	9.17	601694290	865473	0.001	20.49	30.58	177542656	99772	0.001	6.05	3.56	124185722	101217	0.001	4.23	3.61	152117662	68963	0.000	5.18	2.46	148469303	66658	0.000	5.06	2.38	602315979	339676	0.001	20.51	12.00		189481464	227455	0.001	6.45	8.11	177587595	221185	0.001	6.05	7.88	212168899	95671	0.000	7.22	3.41	288115228	194315	0.001	9.81	6.93	867354086	745227	0.001	29.53	26.33
39053_45005_SO1_NC1_J1_1_val_1	240978	0.001	9.77	10.41	147939219	221283	0.001	5.04	9.56	206977301	91893	0.000	7.05	3.97	223651834	185173	0.001	7.62	8.00	865528370	745512	0.001	29.47	31.92	211544317	223992	0.001	7.20	9.67	151981070	233325	0.002	5.17	10.08	31051443	49396	0.002	1.06	2.13	207116790	210812	0.001	7.05	9.11	601694290	723725	0.001	20.49	30.99	177542656	81703	0.000	6.05	3.53	124185722	83124	0.001	4.23	3.59	152117662	52962	0.000	5.18	2.29	148469303	48347	0.000	5.06	2.09	602315979	268552	0.000	20.51	11.50		189481464	192066	0.001	6.45	8.30	177587595	179035	0.001	6.05	7.73	212168899	72981	0.000	7.22	3.15	288115228	148201	0.001	9.81	6.40	867354086	597540	0.001	29.53	25.59
39053_45005_SO2_NC1_K1_1_val_1	225253	0.001	9.77	10.19	147939219	202980	0.001	5.04	9.19	206977301	88365	0.000	7.05	4.00	223651834	175252	0.001	7.62	7.93	865528370	697892	0.001	29.47	31.31	211544317	208531	0.001	7.20	9.44	151981070	220018	0.001	5.17	9.96	31051443	46380	0.001	1.06	2.10	207116790	203155	0.001	7.05	9.19	601694290	683961	0.001	20.49	30.68	177542656	77496	0.000	6.05	3.51	124185722	80182	0.001	4.23	3.63	152117662	52254	0.000	5.18	2.36	148469303	49851	0.000	5.06	2.26	602315979	262068	0.000	20.51	11.76		189481464	180364	0.001	6.45	8.16	177587595	174259	0.001	6.05	7.89	212168899	73742	0.000	7.22	3.34	288115228	151547	0.001	9.81	6.86	867354086	585113	0.001	29.53	26.25
41237_44641_PO1_NC4_N2_1_val_1	759583	0.003	9.77	7.95	147939219	624110	0.004	5.04	6.53	206977301	469379	0.002	7.05	4.91	223651834	677362	0.003	7.62	7.09	865528370	2554028	0.003	29.47	26.49	211544317	758506	0.004	7.20	7.94	151981070	839158	0.006	5.17	8.78	31051443	132657	0.004	1.06	1.39	207116790	925371	0.004	7.05	9.69	601694290	2678553	0.004	20.49	27.78	177542656	387421	0.002	6.05	4.05	124185722	350027	0.003	4.23	3.66	152117662	349249	0.002	5.18	3.66	148469303	343836	0.002	5.06	3.60	602315979	1444424	0.002	20.51	14.98		189481464	627216	0.003	6.45	6.56	177587595	835938	0.005	6.05	8.75	212168899	486850	0.002	7.22	5.10	288115228	988000	0.003	9.81	10.34	867354086	2965326	0.003	29.53	30.75
41237_44641_SO1_NC1_K2_1_val_1	207986	0.001	9.77	7.74	147939219	173797	0.001	5.04	6.47	206977301	112485	0.001	7.05	4.18	223651834	189268	0.001	7.62	7.04	865528370	690433	0.001	29.47	25.44	211544317	211686	0.001	7.20	7.88	151981070	259396	0.002	5.17	9.65	31051443	32579	0.001	1.06	1.21	207116790	286407	0.001	7.05	10.66	601694290	797258	0.001	20.49	29.38	177542656	94361	0.001	6.05	3.51	124185722	83849	0.001	4.23	3.12	152117662	82980	0.001	5.18	3.09	148469303	83170	0.001	5.06	3.09	602315979	347737	0.001	20.51	12.81		189481464	170331	0.001	6.45	6.34	177587595	271429	0.002	6.05	10.10	212168899	118123	0.001	7.22	4.39	288115228	310023	0.001	9.81	11.53	867354086	878366	0.001	29.53	32.37
41237_44641_SO2_NC1_L2_1_val_1	302393	0.001	9.77	8.05	147939219	251683	0.002	5.04	6.70	206977301	196230	0.001	7.05	5.22	223651834	272427	0.001	7.62	7.25	865528370	1031849	0.001	29.47	27.22	211544317	300962	0.001	7.20	8.01	151981070	309296	0.002	5.17	8.23	31051443	58666	0.002	1.06	1.56	207116790	342840	0.002	7.05	9.12	601694290	1020184	0.002	20.49	26.92	177542656	162371	0.001	6.05	4.32	124185722	148349	0.001	4.23	3.95	152117662	146967	0.001	5.18	3.91	148469303	143752	0.001	5.06	3.83	602315979	606977	0.001	20.51	16.01		189481464	258203	0.001	6.45	6.87	177587595	299972	0.002	6.05	7.98	212168899	202572	0.001	7.22	5.39	288115228	360534	0.001	9.81	9.60	867354086	1131307	0.001	29.53	29.85
41237_44641_SO3_NC1_M2_1_val_1	146524	0.001	9.77	8.68	147939219	116579	0.001	5.04	6.91	206977301	79510	0.000	7.05	4.71	223651834	123733	0.001	7.62	7.33	865528370	470750	0.001	29.47	27.63	211544317	135528	0.001	7.20	8.03	151981070	151052	0.001	5.17	8.95	31051443	25259	0.001	1.06	1.50	207116790	161850	0.001	7.05	9.59	601694290	477930	0.001	20.49	28.05	177542656	66016	0.000	6.05	3.91	124185722	60715	0.000	4.23	3.60	152117662	57612	0.000	5.18	3.41	148469303	56059	0.000	5.06	3.32	602315979	242659	0.000	20.51	14.24		189481464	118398	0.001	6.45	7.01	177587595	144372	0.001	6.05	8.55	212168899	79211	0.000	7.22	4.69	288115228	165510	0.001	9.81	9.81	867354086	512456	0.001	29.53	30.08
41299_44636_SOe_NC1_L1_1_val_1	82188	0.000	9.77	8.39	147939219	70956	0.000	5.04	7.25	206977301	48246	0.000	7.05	4.93	223651834	71666	0.000	7.62	7.32	865528370	275429	0.000	29.47	27.88	211544317	80930	0.000	7.20	8.26	151981070	84031	0.001	5.17	8.58	31051443	17751	0.001	1.06	1.81	207116790	90150	0.000	7.05	9.21	601694290	275186	0.000	20.49	27.86	177542656	40397	0.000	6.05	4.13	124185722	39115	0.000	4.23	3.99	152117662	36531	0.000	5.18	3.73	148469303	33743	0.000	5.06	3.45	602315979	151161	0.000	20.51	15.30		189481464	69678	0.000	6.45	7.12	177587595	78283	0.000	6.05	7.99	212168899	47918	0.000	7.22	4.89	288115228	87630	0.000	9.81	8.95	867354086	286026	0.000	29.53	28.96
41299_44963_PO1_NC3_N1_1_val_1	72116	0.000	9.77	9.59	147939219	62829	0.000	5.04	8.36	206977301	30006	0.000	7.05	3.99	223651834	57888	0.000	7.62	7.70	865528370	225063	0.000	29.47	29.64	211544317	65249	0.000	7.20	8.68	151981070	70012	0.000	5.17	9.31	31051443	14077	0.000	1.06	1.87	207116790	72430	0.000	7.05	9.63	601694290	223887	0.000	20.49	29.49	177542656	25708	0.000	6.05	3.42	124185722	26407	0.000	4.23	3.51	152117662	20812	0.000	5.18	2.77	148469303	19566	0.000	5.06	2.60	602315979	93314	0.000	20.51	12.29		189481464	59818	0.000	6.45	7.96	177587595	62212	0.000	6.05	8.27	212168899	27988	0.000	7.22	3.72	288115228	64784	0.000	9.81	8.62	867354086	216971	0.000	29.53	28.58
41299_44963_PO2_NC4_M1_1_val_1	93129	0.000	9.77	10.12	147939219	83443	0.001	5.04	9.07	206977301	35118	0.000	7.05	3.82	223651834	71923	0.000	7.62	7.81	865528370	286269	0.000	29.47	30.81	211544317	84905	0.000	7.20	9.22	151981070	90890	0.001	5.17	9.87	31051443	19503	0.001	1.06	2.12	207116790	87249	0.000	7.05	9.48	601694290	285078	0.000	20.49	30.69	177542656	30267	0.000	6.05	3.29	124185722	33485	0.000	4.23	3.64	152117662	22896	0.000	5.18	2.49	148469303	19837	0.000	5.06	2.16	602315979	107459	0.000	20.51	11.57		189481464	75246	0.000	6.45	8.18	177587595	74230	0.000	6.05	8.06	212168899	29424	0.000	7.22	3.20	288115228	68863	0.000	9.81	7.48	867354086	250210	0.000	29.53	26.93
41299_44963_PO3_NC3_O1_1_val_1	482695	0.002	9.77	10.16	147939219	437497	0.003	5.04	9.21	206977301	196010	0.001	7.05	4.12	223651834	370907	0.002	7.62	7.81	865528370	1500501	0.002	29.47	31.30	211544317	441107	0.002	7.20	9.28	151981070	454448	0.003	5.17	9.56	31051443	110128	0.004	1.06	2.32	207116790	434933	0.002	7.05	9.15	601694290	1453099	0.002	20.49	30.31	177542656	165031	0.001	6.05	3.47	124185722	188466	0.002	4.23	3.97	152117662	128618	0.001	5.18	2.71	148469303	109607	0.001	5.06	2.31	602315979	596833	0.001	20.51	12.45		189481464	397739	0.002	6.45	8.37	177587595	358561	0.002	6.05	7.55	212168899	159168	0.001	7.22	3.35	288115228	316873	0.001	9.81	6.67	867354086	1243321	0.001	29.53	25.94
41299_44963_SO1_NC1_P1_1_val_1	40463	0.000	9.77	7.75	147939219	31446	0.000	5.04	6.03	206977301	21847	0.000	7.05	4.19	223651834	37469	0.000	7.62	7.18	865528370	132561	0.000	29.47	25.15	211544317	39432	0.000	7.20	7.56	151981070	49220	0.000	5.17	9.43	31051443	5093	0.000	1.06	0.98	207116790	56289	0.000	7.05	10.79	601694290	151449	0.000	20.49	28.74	177542656	18427	0.000	6.05	3.53	124185722	15220	0.000	4.23	2.92	152117662	15146	0.000	5.18	2.90	148469303	16546	0.000	5.06	3.17	602315979	65973	0.000	20.51	12.52		189481464	32956	0.000	6.45	6.32	177587595	53892	0.000	6.05	10.33	212168899	23588	0.000	7.22	4.52	288115228	64737	0.000	9.81	12.41	867354086	177013	0.000	29.53	33.59
41299_44963_SO2_NC1_A2_1_val_1	100472	0.000	9.77	9.42	147939219	90474	0.001	5.04	8.48	206977301	48845	0.000	7.05	4.58	223651834	81108	0.000	7.62	7.60	865528370	323591	0.000	29.47	30.08	211544317	94739	0.000	7.20	8.88	151981070	96683	0.001	5.17	9.06	31051443	23109	0.001	1.06	2.17	207116790	96128	0.000	7.05	9.01	601694290	313203	0.001	20.49	29.11	177542656	40620	0.000	6.05	3.81	124185722	43243	0.000	4.23	4.05	152117662	34442	0.000	5.18	3.23	148469303	30573	0.000	5.06	2.87	602315979	150207	0.000	20.51	13.96		189481464	84935	0.000	6.45	7.96	177587595	79770	0.000	6.05	7.48	212168899	43134	0.000	7.22	4.04	288115228	78415	0.000	9.81	7.35	867354086	288799	0.000	29.53	26.85
41299_44963_SO3_NC1_B2_1_val_1	83591	0.000	9.77	9.39	147939219	75412	0.001	5.04	8.47	206977301	39934	0.000	7.05	4.49	223651834	67823	0.000	7.62	7.62	865528370	269062	0.000	29.47	29.98	211544317	78468	0.000	7.20	8.82	151981070	81613	0.001	5.17	9.17	31051443	19300	0.001	1.06	2.17	207116790	81251	0.000	7.05	9.13	601694290	262697	0.000	20.49	29.27	177542656	33771	0.000	6.05	3.79	124185722	35673	0.000	4.23	4.01	152117662	27264	0.000	5.18	3.06	148469303	24970	0.000	5.06	2.81	602315979	122720	0.000	20.51	13.67		189481464	70925	0.000	6.45	7.97	177587595	67583	0.000	6.05	7.59	212168899	35613	0.000	7.22	4.00	288115228	66739	0.000	9.81	7.50	867354086	243016	0.000	29.53	27.08
41299_45019_EO1_NC8_C1_1_val_1	7280	0.000	9.77	8.34	147939219	5932	0.000	5.04	6.79	206977301	4425	0.000	7.05	5.07	223651834	6321	0.000	7.62	7.24	865528370	24158	0.000	29.47	27.41	211544317	7173	0.000	7.20	8.21	151981070	7673	0.000	5.17	8.79	31051443	1318	0.000	1.06	1.51	207116790	8124	0.000	7.05	9.30	601694290	24519	0.000	20.49	27.82	177542656	3617	0.000	6.05	4.14	124185722	3355	0.000	4.23	3.84	152117662	3230	0.000	5.18	3.70	148469303	3069	0.000	5.06	3.51	602315979	13385	0.000	20.51	15.19		189481464	5869	0.000	6.45	6.72	177587595	7316	0.000	6.05	8.38	212168899	4355	0.000	7.22	4.99	288115228	8275	0.000	9.81	9.48	867354086	26084	0.000	29.53	29.59
41299_45019_EO2_NC8_D2_1_val_1	481474	0.002	9.77	6.84	147939219	350477	0.002	5.04	4.98	206977301	438951	0.002	7.05	6.24	223651834	474279	0.002	7.62	6.74	865528370	1759933	0.002	29.47	24.79	211544317	510390	0.002	7.20	7.25	151981070	514290	0.003	5.17	7.31	31051443	82211	0.003	1.06	1.17	207116790	623829	0.003	7.05	8.86	601694290	1744866	0.003	20.49	24.58	177542656	364720	0.002	6.05	5.18	124185722	302703	0.002	4.23	4.30	152117662	350861	0.002	5.18	4.98	148469303	339576	0.002	5.06	4.82	602315979	1370422	0.002	20.51	19.30		189481464	391466	0.002	6.45	5.56	177587595	557963	0.003	6.05	7.93	212168899	492802	0.002	7.22	7.00	288115228	762419	0.003	9.81	10.83	867354086	2224159	0.003	29.53	31.33
41299_45019_EO3_NC8_E2_1_val_1	622765	0.002	9.77	6.82	147939219	455818	0.003	5.04	5.00	206977301	557594	0.003	7.05	6.11	223651834	616218	0.003	7.62	6.75	865528370	2271456	0.003	29.47	24.67	211544317	658916	0.003	7.20	7.22	151981070	666218	0.004	5.17	7.30	31051443	99670	0.003	1.06	1.09	207116790	813709	0.004	7.05	8.92	601694290	2257240	0.004	20.49	24.52	177542656	464497	0.003	6.05	5.09	124185722	381018	0.003	4.23	4.18	152117662	448428	0.003	5.18	4.91	148469303	444887	0.003	5.06	4.88	602315979	1756009	0.003	20.51	19.07		189481464	508541	0.003	6.45	5.57	177587595	729280	0.004	6.05	7.99	212168899	643286	0.003	7.22	7.05	288115228	1014215	0.004	9.81	11.11	867354086	2921357	0.003	29.53	31.73
41299_45019_EO4_NC8_F2_1_val_1	590444	0.002	9.77	7.47	147939219	452203	0.003	5.04	5.72	206977301	446303	0.002	7.05	5.64	223651834	559024	0.002	7.62	7.07	865528370	2066063	0.002	29.47	25.90	211544317	597757	0.003	7.20	7.56	151981070	607528	0.004	5.17	7.68	31051443	100867	0.003	1.06	1.28	207116790	713694	0.003	7.05	9.03	601694290	2036567	0.003	20.49	25.53	177542656	373447	0.002	6.05	4.72	124185722	317637	0.003	4.23	4.02	152117662	343634	0.002	5.18	4.35	148469303	343321	0.002	5.06	4.34	602315979	1391233	0.002	20.51	17.44		189481464	489252	0.003	6.45	6.19	177587595	636747	0.004	6.05	8.05	212168899	494590	0.002	7.22	6.26	288115228	840531	0.003	9.81	10.63	867354086	2483073	0.003	29.53	31.13
41299_45019_EO5_NC8_G2_1_val_1	336010	0.001	9.77	7.57	147939219	272836	0.002	5.04	6.15	206977301	235503	0.001	7.05	5.31	223651834	310377	0.001	7.62	6.99	865528370	1165108	0.001	29.47	26.02	211544317	344607	0.002	7.20	7.76	151981070	367137	0.002	5.17	8.27	31051443	62600	0.002	1.06	1.41	207116790	414285	0.002	7.05	9.33	601694290	1199131	0.002	20.49	26.78	177542656	196570	0.001	6.05	4.43	124185722	174554	0.001	4.23	3.93	152117662	183725	0.001	5.18	4.14	148469303	177812	0.001	5.06	4.01	602315979	739350	0.001	20.51	16.51		189481464	278392	0.001	6.45	6.27	177587595	371760	0.002	6.05	8.38	212168899	254473	0.001	7.22	5.73	288115228	457483	0.002	9.81	10.31	867354086	1374627	0.002	29.53	30.70
41299_45019_EO6_NC8_H2_1_val_1	278477	0.001	9.77	8.40	147939219	235072	0.002	5.04	7.09	206977301	169502	0.001	7.05	5.11	223651834	242251	0.001	7.62	7.30	865528370	933325	0.001	29.47	27.89	211544317	267564	0.001	7.20	8.07	151981070	281798	0.002	5.17	8.50	31051443	60933	0.002	1.06	1.84	207116790	299177	0.001	7.05	9.02	601694290	917170	0.002	20.49	27.41	177542656	141372	0.001	6.05	4.26	124185722	134587	0.001	4.23	4.06	152117662	129626	0.001	5.18	3.91	148469303	120765	0.001	5.06	3.64	602315979	531076	0.001	20.51	15.87		189481464	238112	0.001	6.45	7.18	177587595	256439	0.001	6.05	7.73	212168899	168699	0.001	7.22	5.09	288115228	292760	0.001	9.81	8.83	867354086	964543	0.001	29.53	28.83
41299_45019_EO7_NC8_I2_1_val_1	5588	0.000	9.77	6.84	147939219	4436	0.000	5.04	5.43	206977301	4276	0.000	7.05	5.24	223651834	5453	0.000	7.62	6.68	865528370	19908	0.000	29.47	24.16	211544317	6109	0.000	7.20	7.48	151981070	7098	0.000	5.17	8.69	31051443	639	0.000	1.06	0.78	207116790	8044	0.000	7.05	9.85	601694290	22078	0.000	20.49	26.79	177542656	3547	0.000	6.05	4.34	124185722	2773	0.000	4.23	3.40	152117662	3235	0.000	5.18	3.96	148469303	3413	0.000	5.06	4.18	602315979	13117	0.000	20.51	15.92		189481464	4468	0.000	6.45	5.47	177587595	7566	0.000	6.05	9.26	212168899	4909	0.000	7.22	6.01	288115228	10113	0.000	9.81	12.38	867354086	27302	0.000	29.53	33.13
41299_45019_EO8_NC8_J2_1_val_1	336283	0.001	9.77	8.04	147939219	281198	0.002	5.04	6.72	206977301	213633	0.001	7.05	5.11	223651834	298511	0.001	7.62	7.14	865528370	1139780	0.001	29.47	27.02	211544317	333950	0.002	7.20	7.99	151981070	359015	0.002	5.17	8.59	31051443	69783	0.002	1.06	1.67	207116790	388522	0.002	7.05	9.29	601694290	1161069	0.002	20.49	27.52	177542656	177515	0.001	6.05	4.25	124185722	166967	0.001	4.23	3.99	152117662	164838	0.001	5.18	3.94	148469303	154137	0.001	5.06	3.69	602315979	669518	0.001	20.51	15.87		189481464	282853	0.001	6.45	6.76	177587595	341869	0.002	6.05	8.18	212168899	218314	0.001	7.22	5.22	288115228	394040	0.001	9.81	9.42	867354086	1248227	0.001	29.53	29.59
41391_44650_PO1_NC4_F3_1_val_1	498128	0.002	9.77	9.03	147939219	421576	0.003	5.04	7.64	206977301	265297	0.001	7.05	4.81	223651834	412602	0.002	7.62	7.48	865528370	1611653	0.002	29.47	28.96	211544317	479480	0.002	7.20	8.69	151981070	494343	0.003	5.17	8.96	31051443	93041	0.003	1.06	1.69	207116790	498826	0.002	7.05	9.04	601694290	1579000	0.003	20.49	28.37	177542656	226527	0.001	6.05	4.11	124185722	207853	0.002	4.23	3.77	152117662	186187	0.001	5.18	3.38	148469303	178982	0.001	5.06	3.24	602315979	807166	0.001	20.51	14.50		189481464	394102	0.002	6.45	7.14	177587595	438560	0.002	6.05	7.95	212168899	258974	0.001	7.22	4.69	288115228	461974	0.002	9.81	8.37	867354086	1567980	0.002	29.53	28.17
41391_44650_PO2_NC4_G3_1_val_1	478501	0.002	9.77	8.42	147939219	385055	0.003	5.04	6.78	206977301	297172	0.001	7.05	5.23	223651834	416489	0.002	7.62	7.33	865528370	1591165	0.002	29.47	27.76	211544317	465187	0.002	7.20	8.19	151981070	477807	0.003	5.17	8.41	31051443	90350	0.003	1.06	1.59	207116790	506812	0.002	7.05	8.92	601694290	1553417	0.003	20.49	27.10	177542656	250450	0.001	6.05	4.41	124185722	224959	0.002	4.23	3.96	152117662	219868	0.001	5.18	3.87	148469303	211477	0.001	5.06	3.72	602315979	915393	0.002	20.51	15.97		189481464	383693	0.002	6.45	6.75	177587595	449424	0.003	6.05	7.91	212168899	303999	0.001	7.22	5.35	288115228	519356	0.002	9.81	9.14	867354086	1671811	0.002	29.53	29.17
