Sample	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	>10	>50	>100	>500	>1k	>5k	>10k+
41391_44923_SO2_NC1_P2_2_val_2										4.6955501897717244	0.7565106099078249	0.1741792838285012	0.03674058223656404	0.0	0.0	0.0
41391_44923_SO3_NC1_A3_1_val_1										0.030817997710663025	0.0	0.0	0.0	0.0	0.0	0.0
41391_44923_SO3_NC1_A3_2_val_2										0.054298376918787236	0.0	0.0	0.0	0.0	0.0	0.0
41460_44643_PO1_NC5_O3_1_val_1										1.5444037011740475	0.4280511177301131	0.9986651020564393	0.11415660251589888	0.04346647560537842	0.0	0.0
41460_44643_PO1_NC5_O3_2_val_2										2.809260873632051	0.201198153592231	1.5007107869634486	0.8230057895673776	0.12521625985142107	0.0	0.0
41460_44643_PO2_NC5_P3_1_val_1										1.514691973830986	0.3343246338144649	0.7074652585085234	0.21081941646897834	0.1446775756207161	0.0	0.0
41460_44643_PO2_NC5_P3_2_val_2										2.886522872650425	0.206197338167526	1.158732922473362	0.46074934067854756	0.10210588023795983	0.0	0.0
41460_44643_PO3_NC5_A4_1_val_1										1.3290658226760468	0.44500704752542963	0.943716152727931	0.14001921927617503	0.03358020285113015	0.0	0.0
41460_44643_PO3_NC5_A4_2_val_2										1.360059903923423	0.22092097794490614	1.8798984183692125	0.53612283004952	0.06423486044602551	0.0	0.0
41460_44643_SO1_NC1_L3_1_val_1										0.913375105075974	0.2252655989977081	0.11284893465076978	0.0	0.0	0.0	0.0
41460_44643_SO1_NC1_L3_2_val_2										1.5674633102766833	0.4611617880602624	0.12540999165820957	0.0	0.0	0.0	0.0
41460_44643_SO2_NC1_M3_1_val_1										1.152277334626952	0.4224620380667274	0.5129179655824729	0.03870342522643666	0.0	0.0	0.0
41460_44643_SO2_NC1_M3_2_val_2										0.6574393325747641	0.20064573419483414	1.9275146713116653	0.03378927301304534	0.04538931769628798	0.0	0.0
41460_44643_SO3_NC1_N3_1_val_1										1.1599727692952078	0.4480479124382665	0.6001509910631456	0.05244965484560008	0.0	0.0	0.0
41460_44643_SO3_NC1_N3_2_val_2										0.6958496634231568	0.1954015251199899	1.9969199123615637	0.021687403132804414	0.06694946129345081	0.0	0.0
41460_45001_PO1_NC5_E4_1_val_1										1.65433032442452	0.4082092672623041	0.571991813896138	0.009690653301724464	0.0	0.0	0.0
41460_45001_PO1_NC5_E4_2_val_2										3.5347941999137924	0.20571134281490525	1.9031264227374989	0.534706533831671	0.0708865179965165	0.0	0.0
41460_45001_PO2_NC3_F4_1_val_1										1.7084961587187661	0.23300177971466704	0.047005950499089545	0.0	0.0	0.0	0.0
41460_45001_PO2_NC3_F4_2_val_2										2.11516003134567	1.1229244837142602	0.38759222264802223	0.04847740193009068	0.0	0.0	0.0
41460_45001_PO3_NC4_G4_1_val_1										1.1133536765467638	0.44664044228489913	0.38167686983659943	0.0	0.0	0.0	0.0
41460_45001_PO3_NC4_G4_2_val_2										0.732058616028589	1.372600007668908	0.43232374197551376	0.02725324745234747	0.0	0.0	0.0
41460_45001_SO1_NC1_B4_1_val_1										1.2642908925181136	0.4349009721460708	0.39469277374828227	0.0	0.0	0.0	0.0
41460_45001_SO1_NC1_B4_2_val_2										0.6833332969070371	0.34663494983294213	2.0125969241479535	0.044724922871291165	0.02715596674823305	0.0	0.0
41460_45001_SO2_NC1_C3_1_val_1										1.338052315773905	0.39522935480522103	0.2969908575038519	0.0	0.0	0.0	0.0
41460_45001_SO2_NC1_C3_2_val_2										0.7628848694202571	0.26399667776156277	2.2537952503224257	0.02805647912545387	0.04724930027672408	0.0	0.0
41460_45001_SO3_NC1_D4_1_val_1										1.2480162246916022	0.254073254562497	0.06374212965448342	0.0	0.0	0.0	0.0
41460_45001_SO3_NC1_D4_2_val_2										1.1827931398241402	1.3586611375831896	0.24344925021621508	0.0	0.0	0.0	0.0
42111_44957_PO1_NC3_K4_1_val_1										1.2804970418136183	0.3289861453241817	0.2835384236574763	0.0	0.0	0.0	0.0
42111_44957_PO1_NC3_K4_2_val_2										1.3096630669696854	1.0243788650047894	0.46031612632389174	0.040803635065671036	0.03223519023142786	0.0	0.0
42111_44957_PO2_NC3_L4_1_val_1										1.7760035827527407	0.4698007757702989	0.6502548247963256	0.04448665149617061	0.0	0.0	0.0
42111_44957_PO2_NC3_L4_2_val_2										3.366490741283462	0.2413653449070363	2.0278352644135462	0.14930533982577704	0.0737296423295265	0.0	0.0
42111_44957_SO1_NC1_H4_1_val_1										1.3049658901383756	0.2578265445953671	0.16095306395314593	0.0	0.0	0.0	0.0
42111_44957_SO1_NC1_H4_2_val_2										1.132236808414588	0.9786608504626553	0.23635740556765988	0.06258398449013644	0.0	0.0	0.0
42111_44957_SO2_NC1_B5_1_val_1										1.4556660823893914	0.5180616927058859	0.6049107642589219	0.012423776651477425	0.0	0.0	0.0
42111_44957_SO2_NC1_B5_2_val_2										0.7588045456794139	0.2743183560391755	2.5715225109552535	0.024007538053477894	0.02170602385134149	0.0	0.0
42111_44957_SO3_NC1_J4_1_val_1										1.0384622493856535	0.4037733651296202	0.40619444805768945	0.040834977422352196	0.0	0.0	0.0
42111_44957_SO3_NC1_J4_2_val_2										0.6537023581040573	1.0246746584742126	0.5614674612552508	0.04931608612696702	0.0	0.0	0.0
42111_45019_EOo_NC8_M4_1_val_1										0.792585871292586	0.3263245107379353	0.5221185703984528	0.03838494371857869	0.0	0.0	0.0
42111_45019_EOo_NC8_M4_2_val_2										0.5156391179113538	0.603364650378929	0.9042542391797184	0.04551075976756831	0.027381302244809256	0.0	0.0
42473_44998_PO1_NC2_I4_1_val_1										2.3557177234681124	0.09176909065087734	0.0	0.0	0.0	0.0	0.0
42473_44998_PO1_NC2_I4_2_val_2										5.213456688368886	0.022306837748973924	0.12520925014750145	0.0	0.0	0.0	0.0
42473_44998_SO1_NC1_P4_1_val_1										0.6784370439737492	0.0	0.0	0.0	0.0	0.0	0.0
42473_44998_SO1_NC1_P4_2_val_2										0.7672774623646225	0.10133853276513881	0.0	0.0	0.0	0.0	0.0
42473_44998_SO2_NC1_A5_1_val_1										1.3944863122080775	0.40955972857951467	0.12541623445623473	0.0	0.0	0.0	0.0
42473_44998_SO2_NC1_A5_2_val_2										0.8044480116484253	0.9328323685151589	1.6105017710034624	0.028131182352142618	0.0	0.0	0.0
42473_45061_EO1_NC8_O4_1_val_1										1.5265852163556692	0.09135311482933015	0.06066661862819876	0.0	0.0	0.0	0.0
42473_45061_EO1_NC8_O4_2_val_2										2.295084166988157	0.30418446854892134	0.11286379675645195	0.0	0.0	0.0	0.0
42651_45042_PO1_NC3_E5_1_val_1										1.642994441116879	0.5816164581007813	0.6396089390677672	0.005168797868168386	0.0	0.0	0.0
42651_45042_PO1_NC3_E5_2_val_2										1.449013898552525	0.22231407875663647	2.1471339568491317	0.723938962294836	0.07594587784983253	0.0	0.0
42651_45042_PO2_NC4_N4_1_val_1										1.232910893381366	0.3563042420425027	0.4771147468193876	0.0	0.0	0.0	0.0
42651_45042_PO2_NC4_N4_2_val_2										0.7331494344103955	0.22828051176673297	1.9883739410295607	0.12171864831516223	0.05836677209369252	0.0	0.0
42651_45042_PO3_NC4_G5_1_val_1										1.603700908855973	0.42113078201653387	0.7407213431695827	0.15166774501021055	0.047537651421110765	0.0	0.0
42651_45042_PO3_NC4_G5_2_val_2										1.304805307682554	0.44203376054693916	1.4616772801707196	0.05652328936321953	0.03366654479474145	0.0	0.0
42651_45042_SO1_NC1_C6_1_val_1										1.1897821433552236	0.16556031790706324	0.00942577514255569	0.0	0.0	0.0	0.0
42651_45042_SO1_NC1_C6_2_val_2										0.7090556847990322	1.3959746187936866	0.8255095636528705	0.025991501892533016	0.0	0.0	0.0
42651_45042_SO2_NC1_D5_1_val_1										1.1130550481138068	0.30246810570698657	0.12656723773018236	0.0	0.0	0.0	0.0
42651_45042_SO2_NC1_D5_2_val_2										1.7051457325692638	0.38098482711696346	0.08771745250867655	0.0	0.0	0.0	0.0
42651_45042_SO3_NC1_F5_1_val_1										1.4429371050019661	0.5843886083695401	1.1319376568758457	0.23342589493846078	0.05565016077116086	0.0	0.0
42651_45042_SO3_NC1_F5_2_val_2										2.5275342740091844	0.3194769535241522	0.5505958462199987	1.0394231999035277	1.6943651014239152	0.0263476956480299	0.0
43028_44664_PO2_NC5_K5_1_val_1										1.4979539751093927	0.3963958860317006	0.9110738522397968	0.4462707567682529	0.3594828164633446	0.01539651179495484	0.0
43028_44664_PO2_NC5_K5_2_val_2										2.316382583312733	0.2675049047401204	0.5261020530149519	0.9092380685580566	1.3140009284847043	0.031900120711876374	0.0
43028_44664_SO1_NC1_H5_1_val_1										1.1644845749118675	0.4094552756395994	0.8204967162751258	0.07280942464542993	0.011545389521403045	0.0	0.0
43028_44664_SO1_NC1_H5_2_val_2										0.8712140456932794	0.19253630735737512	1.934391883158629	0.1545702179544588	0.050586616785095614	0.0	0.0
43028_44664_SO2_NC1_I5_1_val_1										1.1067172459290315	0.4312745789435739	0.600707017440406	0.017999127040761124	0.0	0.0	0.0
43028_44664_SO2_NC1_I5_2_val_2										0.7083850007624279	0.2886188970563651	1.9082485767767314	0.011846393834435823	0.021466510638257504	0.0	0.0
43028_44664_SO3_NC1_J5_1_val_1										1.3979753077513937	0.5812522002723366	1.0378155783077965	0.18325678630542566	0.015613782609757265	0.0	0.0
43028_44664_SO3_NC1_J5_2_val_2										1.7347006216803202	0.228408639554225	1.1447399500631168	1.441767556910644	0.3787604302968664	0.0	0.0
43051_44931_SO1_NC1_L5_1_val_1										1.6427964937884416	0.5131741003193612	1.1383172808210222	0.34620721476019345	0.19143258023851203	0.0	0.0
43051_44931_SO1_NC1_L5_2_val_2										3.145381089251589	0.3106578020839767	0.5447385326632982	1.3605994541307613	1.1356043151869828	0.03338321550051811	0.0
43051_45068_EO1_NC8_M5_1_val_1										1.158904045468539	0.28699337993444735	0.10031495648287947	0.0	0.0	0.0	0.0
43051_45068_EO1_NC8_M5_2_val_2										0.9551630814447231	0.9587457607928578	0.1364679406897249	0.03019090338718055	0.0	0.0	0.0
43051_45068_EO2_NC8_N5_1_val_1										0.0	0.0	0.0	0.0	0.0	0.0	0.0
43051_45068_EO2_NC8_N5_2_val_2										0.0	0.0	0.0	0.0	0.0	0.0	0.0
43051_45068_EO3_NC8_O5_1_val_1										1.3588936301913372	0.4247018618630437	0.41530231135585544	0.0	0.0	0.0	0.0
43051_45068_EO3_NC8_O5_2_val_2										0.7379575921586239	0.2963066749477235	2.1790349487473972	0.05999840639535649	0.02403274136559481	0.0	0.0
44218_44676_PO1_NC4_M6_1_val_1										0.8967660891642217	0.0370666912360238	0.0	0.0	0.07518262356908424	0.0	0.0
44218_44676_PO1_NC4_M6_2_val_2										1.784656027101479	0.475973097448487	0.13337343264670654	0.0	0.0	0.0	0.0
44218_44676_SO1_NC1_J6_1_val_1										1.1057515563277258	0.3620315385083217	0.3457548798200206	0.0	0.0	0.0	0.0
44218_44676_SO1_NC1_J6_2_val_2										0.5633234572359946	0.4784348667743286	1.5383191811191772	0.02624417734690646	0.02484821046675186	0.0	0.0
44218_44676_SO2_NC1_K6_1_val_1										1.2690388936129777	0.38086015626789915	0.13945558717953485	0.0	0.0	0.0	0.0
44218_44676_SO2_NC1_K6_2_val_2										0.6926156555537127	0.6660572304578873	1.5599538016245422	0.025159013800250662	0.0	0.0	0.0
44218_44676_SO3_NC1_L6_1_val_1										1.0961929478416386	0.22510705694915867	0.03412571826217393	0.0	0.0	0.0	0.0
44218_44676_SO3_NC1_L6_2_val_2										0.5922912950917525	1.2900464058011576	0.8176241544320763	0.024391353097877485	0.0	0.0	0.0
44564_44991_PO1_NC3_H6_1_val_1										1.3383859944127825	0.5620222231390086	0.9977997052415295	0.1746745679874657	0.03929501613877892	0.0	0.0
44564_44991_PO1_NC3_H6_2_val_2										1.6533713892494473	0.20291292332539423	1.0321574353103646	1.5593779054330725	0.30574248204913823	0.0	0.0
44564_44991_SO1_NC1_E6_1_val_1										0.8496530091852956	0.04734308873486821	0.0	0.0	0.0	0.0	0.0
44564_44991_SO1_NC1_E6_2_val_2										1.792549944835219	0.0960162140433531	0.052504022318647335	0.0	0.0	0.0	0.0
44564_44991_SO2_NC1_F6_1_val_1										1.176803514272621	0.3018771869859792	0.20718169180545892	0.0	0.0	0.0	0.0
44564_44991_SO2_NC1_F6_2_val_2										0.7966423878921332	1.1730398868872205	0.5038429094292428	0.029497222922796554	0.0	0.0	0.0
44564_44991_SO3_NC1_G6_1_val_1										0.5812422735214869	0.020651425599418557	0.0	0.0	0.0	0.0	0.0
44564_44991_SO3_NC1_G6_2_val_2										0.8752610245203296	0.017277868265172382	0.030307080399564666	0.0	0.0	0.0	0.0
44994_45005_PO1_NC3_B6_1_val_1										1.206942898118505	0.27732809142653997	0.13471777335287574	0.0	0.0	0.0	0.0
44994_45005_PO1_NC3_B6_2_val_2										1.0230586325896076	1.337997843391117	0.30715889563966337	0.026461245650175935	0.0	0.0	0.0
44994_45005_PO2_NC3_C5_1_val_1										1.1332109825034857	0.3683555505087103	0.7861065860386062	0.06536296180052534	0.016720373814124282	0.0	0.0
44994_45005_PO2_NC3_C5_2_val_2										0.7322449644305823	0.2694342151141679	1.9385378094424355	0.03581947418049777	0.03164964989612685	0.0	0.0
44994_45005_SO1_NC1_P5_1_val_1										0.9993756152006988	0.254937709783274	0.07868395202391941	0.0	0.0	0.0	0.0
44994_45005_SO1_NC1_P5_2_val_2										0.9005252347939949	1.0502162050235464	0.23375431808381805	0.024773008089511335	0.0	0.0	0.0
44994_45005_SO2_NC1_A6_1_val_1										1.1007873112816955	0.25655180093521024	0.15372845679944294	0.0	0.0	0.0	0.0
44994_45005_SO2_NC1_A6_2_val_2										0.8611617111240231	1.1744636506895714	0.43895316437444853	0.025788987927342466	0.0	0.0	0.0
44994_45005_SO3_NC1_D6_1_val_1										1.2449588492824388	0.17580261611201975	0.05649910718887138	0.0	0.0	0.0	0.0
44994_45005_SO3_NC1_D6_2_val_2										1.4191642342479815	1.0791142978274477	0.3200418468594867	0.03467567431612563	0.0	0.0	0.0
45208_44650_PO1_NC5_A7_1_val_1										1.2402278143062122	0.3358355695786691	0.12601794127007235	0.0	0.0	0.0	0.0
45208_44650_PO1_NC5_A7_2_val_2										0.669563359194716	1.3547781747463814	0.65943554508139	0.05246911910940177	0.0	0.0	0.0
45208_44650_PO2_NC3_B7_1_val_1										1.1534461963041123	0.27099308430516705	0.13118010333818625	0.0	0.0	0.0	0.0
45208_44650_PO2_NC3_B7_2_val_2										0.6504109539570291	1.3565928993835712	0.7029806329180108	0.028734462231508915	0.0	0.0	0.0
45208_44650_PO3_NC5_C8_1_val_1										1.3752569352951283	0.5118790535955242	0.7919335842348363	0.08081712930369475	0.015511286691627957	0.0	0.0
45208_44650_PO3_NC5_C8_2_val_2										2.1929939216453684	0.20580246071121647	1.5747127042651274	0.7793398408492236	0.08356914251052688	0.0	0.0
45208_44650_SO1_NC1_N6_1_val_1										1.4951976746464297	0.5324351500990033	0.99947930806197	0.22838017529893803	0.04914983503791789	0.0	0.0
45208_44650_SO1_NC1_N6_2_val_2										2.2760906328145962	0.2385746068358593	0.7596133859496814	1.5686727835545817	0.46474455313497653	0.028252182930753784	0.0
45208_44650_SO2_NC1_O6_1_val_1										1.2780782407998932	0.43706178551235486	0.5723224260221854	0.015000980203311637	0.0	0.0	0.0
45208_44650_SO2_NC1_O6_2_val_2										1.0771517564626465	0.2142793878624421	1.9481624155023562	0.33479412529890334	0.064969302825893	0.0	0.0
45208_44650_SO3_NC1_P6_1_val_1										0.6850596760840508	0.020329170326362774	0.0	0.0	0.0	0.0	0.0
