Sample	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	>10	>50	>100	>500	>1k	>5k	>10k+
45208_44650_SO3_NC1_P6_2_val_2										1.7513716509676658	0.400052133919215	0.04206004801051973	0.0	0.0	0.0	0.0
45208_45054_BL1_NC16_I7_1_val_1										0.7108377549741475	0.04778901110288552	0.05598873418756293	0.0	0.0	0.0	0.0
45208_45054_BL1_NC16_I7_2_val_2										1.1887113687370932	0.0076978791066689145	0.08236730644135738	0.0	0.0	0.0	0.0
45208_45054_BL2_NC16_J7_1_val_1										1.161094999550691	0.42095257869343133	0.8597954365075764	0.2680180768852919	0.06116328065141568	0.0	0.0
45208_45054_BL2_NC16_J7_2_val_2										1.8188452645749302	0.21703326958239524	0.6667100224191647	1.1010405984799962	0.6257685388925723	0.02216932059970141	0.0
45208_45054_BL3_NC16_K7_1_val_1										1.354735473053254	0.5361467261958534	0.7822959932007474	0.06570643692141569	0.00916039426786844	0.0	0.0
45208_45054_BL3_NC16_K7_2_val_2										1.2178885119247735	0.19563514819715852	1.7793970157002448	0.7850186046838583	0.13352945506651753	0.0	0.0
45208_45054_BL4_NC16_L7_1_val_1										1.1934526032860056	0.37831933476984664	0.8472813281483862	0.28332564537958826	0.1083754596026279	0.0	0.0
45208_45054_BL4_NC16_L7_2_val_2										1.7110423195028226	0.21154237424684738	0.7458196001931711	1.088405550245222	0.49811736431995934	0.027130713791576305	0.0
45208_45054_BL5_NC16_M7_1_val_1										1.1737255824271688	0.46855361863346257	0.8519258072728402	0.17494101028112727	0.025352826447802106	0.0	0.0
45208_45054_BL5_NC16_M7_2_val_2										1.5721824780309392	0.18489981221511653	1.0192059898051857	1.131532353873618	0.31333963502666023	0.02788808499871344	0.0
45208_45054_BL6_NC16_N7_1_val_1										1.2209112906236883	0.47368716800155625	0.833499147233199	0.07390485749215278	0.01022679406139931	0.0	0.0
45208_45054_BL6_NC16_N7_2_val_2										1.08396787501892	0.2035113822549657	1.9333162223234945	0.44476205646950195	0.08815797239617246	0.0	0.0
45208_45054_EO1_NC8_D7_1_val_1										1.7148020078355586	0.49420549794898483	0.6966636363804329	0.031179049405566227	0.0	0.0	0.0
45208_45054_EO1_NC8_D7_2_val_2										2.4297100867176447	0.2520604221544815	2.006856625838442	0.5522048288426797	0.08007130388166862	0.0	0.0
45208_45054_EO2_NC8_E7_1_val_1										0.31406793701701463	0.0	0.0	0.0	0.0	0.0	0.0
45208_45054_EO2_NC8_E7_2_val_2										1.0337246577020727	0.027066341538941007	0.07596037786735058	0.0	0.0	0.0	0.0
45208_45054_EO3_NC8_F7_1_val_1										1.2913437866767492	0.26049824413664296	0.046987641640659196	0.0	0.0	0.0	0.0
45208_45054_EO3_NC8_F7_2_val_2										0.9054882385094409	1.624310483911486	0.38574822197968633	0.0	0.0	0.0	0.0
45208_45054_EO4_NC8_G7_1_val_1										1.1892413661916421	0.3006069579018892	0.8452918634294507	0.2950843167789217	0.18519617676591357	0.0	0.0
45208_45054_EO4_NC8_G7_2_val_2										0.7493729635876579	0.24522083909961678	1.8627744621214266	0.04685959626130122	0.09645471345618101	0.0	0.0
45208_45054_EO5_NC8_H7_1_val_1										1.178919399202865	0.43589087642603225	0.4944296485029558	0.0	0.0	0.0	0.0
45208_45054_EO5_NC8_H7_2_val_2										0.6470329877958235	0.19220504088805693	2.0998655915795537	0.03827369380123649	0.0428651509571114	0.0	0.0
45669_44700_PO1_NC5_O8_1_val_1										1.102678601522237	0.3927378304843172	0.729379346295452	0.06293432311240255	0.0287345503575564	0.0	0.0
45669_44700_PO1_NC5_O8_2_val_2										0.7411643015337637	0.21022257948132528	1.8505113577928956	0.0417293433250771	0.08104124516544393	0.0	0.0
45669_44700_PO2_NC5_P8_1_val_1										1.1865199105685953	0.31312705715936007	0.7396648121635988	0.2243839760442996	0.15474683091320848	0.0	0.0
45669_44700_PO2_NC5_P8_2_val_2										1.2898966053871916	0.17318309487562683	1.4388095457569403	0.39267559480024095	0.06989695863044193	0.0	0.0
45669_44700_PO3_NC4_A9_1_val_1										1.384936253695416	0.4872518491975217	1.081370017195403	0.344326265522287	0.13916290762650393	0.0	0.0
45669_44700_PO3_NC4_A9_2_val_2										2.2062461098539323	0.27968082254540194	0.5748072066712712	1.2845159310314889	1.0021616518230343	0.022998487396392587	0.0
45669_44700_SO1_NC1_L8_1_val_1										1.4836344288833985	0.3915666504032732	0.4453660324612585	0.009245894034379708	0.0	0.0	0.0
45669_44700_SO1_NC1_L8_2_val_2										2.0267990428034923	0.48832145159632817	1.2072964559838586	0.03130508154677452	0.022693345087413937	0.0	0.0
45669_44700_SO2_NC1_M8_1_val_1										1.1208517384964751	0.36553473253906754	0.2580398792089771	0.0	0.0	0.0	0.0
45669_44700_SO2_NC1_M8_2_val_2										0.5938685702643184	0.2594207838256183	2.000679363468079	0.04462660803895926	0.02520945157721914	0.0	0.0
45669_44700_SO3_NC1_N8_1_val_1										1.1507415224193775	0.30175510761100394	0.14434304267580036	0.0	0.0	0.0	0.0
45669_44700_SO3_NC1_N8_2_val_2										0.644547139967292	1.2157175657318844	0.85897335597726	0.025192438793717832	0.0	0.0	0.0
45669_44964_PO1_NC4_B8_1_val_1										0.8437080364636254	0.02877277016760435	0.0	0.0	0.0	0.0	0.0
45669_44964_PO1_NC4_B8_2_val_2										2.1705881763537516	0.19093486485730518	0.06662039028095598	0.0	0.0	0.0	0.0
45669_44964_PO2_NC4_C7_1_val_1										1.5534473359880698	0.4716025075091896	0.33571483864177837	0.0	0.0	0.0	0.0
45669_44964_PO2_NC4_C7_2_val_2										1.1690815660947302	0.47104558682800257	2.0232187922568667	0.05736347078854235	0.03105547611119713	0.0	0.0
45669_44964_PO3_NC3_D8_1_val_1										1.4177967010058208	0.4022299556959703	0.21488645744093215	0.0	0.0	0.0	0.0
45669_44964_PO3_NC3_D8_2_val_2										1.1012625979689814	0.3877555381091884	2.033008474686072	0.04838283552311109	0.02703145751565708	0.0	0.0
45669_44964_PO4_NC3_E8_1_val_1										1.5232727862223685	0.4150830039979287	0.4838516207941397	0.0	0.0	0.0	0.0
45669_44964_PO4_NC3_E8_2_val_2										1.0494124522976849	0.29589981194133064	2.310985519189987	0.06495189768906312	0.0465273347150953	0.0	0.0
45669_44964_SO1_NC1_O7_1_val_1										1.1178927329211896	0.3936610802413155	0.6352741889676268	0.08674481992730748	0.007331300283105852	0.0	0.0
45669_44964_SO1_NC1_O7_2_val_2										1.5175363878336274	0.16418526819511817	0.9470714119873115	0.9393497000222567	0.3025995591473969	0.025465863740151817	0.0
45669_44964_SO2_NC1_P7_1_val_1										0.8045534830814077	0.1777845791642719	0.0618851536997373	0.0	0.0	0.0	0.0
45669_44964_SO2_NC1_P7_2_val_2										1.3708718648255478	0.3880204792229798	0.07980182081269463	0.0	0.0	0.0	0.0
45669_44964_SO3_NC1_A8_1_val_1										1.1965993076511854	0.5300459291348555	0.7823370329559601	0.03555583890434755	0.0	0.0	0.0
45669_44964_SO3_NC1_A8_2_val_2										0.756489326776485	0.24807207733166114	2.3965188994310984	0.03303119845308484	0.05367799770899637	0.0	0.0
45982_44908_PO1_NC3_J8_1_val_1										1.2152674778391024	0.4338251082066085	0.3067713018090147	0.0	0.0	0.0	0.0
45982_44908_PO1_NC3_J8_2_val_2										0.6183667500573509	0.5160686850516244	1.6306606856897146	0.036405841108035845	0.0	0.0	0.0
45982_44908_PO2_NC4_K8_1_val_1										1.6044122095975264	0.3157437720249311	0.13152144924431639	0.0	0.0	0.0	0.0
45982_44908_PO2_NC4_K8_2_val_2										2.7792688300586432	0.6299696070039202	1.178531107833864	0.038440094049213294	0.031130562319239812	0.0	0.0
45982_44908_SO1_NC1_G8_1_val_1										1.8266772747407962	0.35775420802670965	0.6219126092234242	0.03326844944364502	0.0	0.0	0.0
45982_44908_SO1_NC1_G8_2_val_2										3.010486257443267	0.3519862134486087	1.4561875988217334	0.0	0.09178853387358968	0.0	0.0
45982_44908_SO2_NC1_H8_1_val_1										1.09678275867971	0.38490279820105894	0.37521321432702864	0.009934487897247631	0.0	0.0	0.0
45982_44908_SO2_NC1_H8_2_val_2										0.6753641190210267	0.3174083580455762	1.6872968325981341	0.03670916766775328	0.04268591852757931	0.0	0.0
45982_44908_SO3_NC1_I8_1_val_1										0.9984724931807288	0.33674964027277776	0.15153566778850636	0.0	0.0	0.0	0.0
45982_44908_SO3_NC1_I8_2_val_2										0.7178506497092858	1.0693502876014143	0.46023038160656093	0.04816337219198701	0.0	0.0	0.0
45982_45001_PO1_NC3_E9_1_val_1										0.7756624797358945	0.061073256207961994	0.0	0.0	0.0	0.0	0.0
45982_45001_PO1_NC3_E9_2_val_2										1.6584852054824284	0.56986142254258	0.1038779990649732	0.0	0.0	0.0	0.0
45982_45001_PO2_NC4_F8_1_val_1										1.5674943228308802	0.45480472333450667	0.5023086030533754	0.0	0.0	0.0	0.0
45982_45001_PO2_NC4_F8_2_val_2										1.2656828445302115	0.3050545231997118	2.0994608794887415	0.03095400674285778	0.04390639254306068	0.0	0.0
45982_45001_SO1_NC1_B9_1_val_1										1.253750221303444	0.3938185706582982	0.9788385782223569	0.3021576659763556	0.15141453543665004	0.0	0.0
45982_45001_SO1_NC1_B9_2_val_2										1.5238379476214836	0.2304968411403381	1.1913614278907343	1.3466516354458564	0.18635137028885154	0.033619888936996536	0.0
45982_45001_SO2_NC1_C10_1_val_1										0.8128919400482801	0.06405792987894714	0.0	0.0	0.0	0.0	0.0
45982_45001_SO2_NC1_C10_2_val_2										1.841800904669404	0.45675735695186936	0.08576481510834237	0.0	0.0	0.0	0.0
45982_45001_SO3_NC1_D9_1_val_1										1.107979391340956	0.15992406702659065	0.02004235525916756	0.0	0.0	0.0	0.0
45982_45001_SO3_NC1_D9_2_val_2										0.8388588574537463	1.4097143328068886	0.5984324349231792	0.026505813756240726	0.0	0.0	0.0
46363_44664_PO1_NC5_L9_1_val_1										1.3047215666972163	0.43574055671013434	0.5113742658092667	0.0	0.0	0.0	0.0
46363_44664_PO1_NC5_L9_2_val_2										0.8547033395630464	0.2478983722934326	2.2215845165340182	0.19181265770018438	0.03867821973027067	0.0	0.0
46363_44664_SO1_NC1_I9_1_val_1										1.4446192736508756	0.4625074268120432	1.0700442520400189	0.41075581190325483	0.35052569707102643	0.0	0.0
46363_44664_SO1_NC1_I9_2_val_2										2.6800260557947873	0.5305428946529188	0.5740401923588421	0.2727751529797176	2.40581236076265	0.02866012184947338	0.048952935663190714
46363_44664_SO2_NC1_J9_1_val_1										1.1058358638022645	0.4424590996235136	0.87003662274765	0.056413703316168136	0.012086431387914121	0.0	0.0
46363_44664_SO2_NC1_J9_2_val_2										0.9022848340258951	0.1991675552700249	1.9686628565297175	0.19983638848938026	0.04866916292275952	0.0	0.0
46363_44664_SO3_NC1_K9_1_val_1										1.1036626919032528	0.3332573149703648	0.26241088162632764	0.0	0.0	0.0	0.0
46363_44664_SO3_NC1_K9_2_val_2										0.7076287399542815	0.40067693768401186	1.6480380221867652	0.02520888922364786	0.04589097626380705	0.0	0.0
46363_44914_PO1_NC4_H9_1_val_1										1.3011334746475136	0.3955028139661909	0.5338564984665524	0.0	0.0	0.0	0.0
46363_44914_PO1_NC4_H9_2_val_2										0.83777018039328	0.21279489967202117	2.13816565045968	0.12711758742986615	0.04044021774403497	0.0	0.0
46363_44914_SO1_NC1_F9_1_val_1										1.331639736162419	0.2838212889598567	0.6948548396571622	0.25312448644582064	0.28834548504073715	0.0	0.0
46363_44914_SO1_NC1_F9_2_val_2										1.313281019884604	0.18210176858307425	1.3687474886881066	0.5520429870721291	0.06262913770318201	0.03768562113718618	0.0
46363_44914_SO2_NC1_G9_1_val_1										1.2923635672761657	0.4168846422612404	0.7183464783976442	0.08662356198174816	0.0	0.0	0.0
46363_44914_SO2_NC1_G9_2_val_2										1.1220876323517461	0.1663529558883946	1.9784146074343176	0.5661286796434437	0.06983507681669308	0.0	0.0
46363_44914_SO3_NC1_I6_1_val_1										1.8746148696217557	0.2849903858386528	0.09107054509291586	0.0	0.0	0.0	0.0
46363_44914_SO3_NC1_I6_2_val_2										3.3534645171976853	0.8810100693181105	0.28592327865392636	0.03145364729975105	0.0	0.0	0.0
46606_44938_PO1_NC4_P9_1_val_1										1.2504688357087246	0.18736863036262974	0.08511259612258554	0.0	0.0	0.0	0.0
46606_44938_PO1_NC4_P9_2_val_2										1.8094719649287734	0.36118058790434454	0.11490450049317608	0.0	0.0	0.0	0.0
46606_44938_PO2_NC3_A10_1_val_1										1.9348381460229356	0.3842715538606113	0.23548022833081886	0.0	0.0	0.0	0.0
46606_44938_PO2_NC3_A10_2_val_2										2.2983443608225738	0.9737136168118776	1.0250189526157636	0.04504096491463824	0.0	0.0	0.0
46606_44938_PO3_NC5_B10_1_val_1										1.429763016620714	0.4620081112599843	0.4889887495437241	0.0	0.0	0.0	0.0
46606_44938_PO3_NC5_B10_2_val_2										0.8191344119698034	0.253993602423203	2.453639245456008	0.1314609552625984	0.0420408865404546	0.0	0.0
46606_44938_SO1_NC1_M9_1_val_1										1.5655769623372493	0.4449443827122587	0.8264393046174422	0.40660458233904434	0.6679028579531244	0.09595255978320932	0.02567879798629991
46606_44938_SO1_NC1_M9_2_val_2										2.4867318483136382	0.3441395236483786	0.5204844620667585	0.46746269888469194	1.816657250883271	0.02849830050672481	0.0266992648558994
46606_44938_SO2_NC1_N9_1_val_1										1.2599131298696566	0.4333173148223182	0.33111263633470905	0.0	0.0	0.0	0.0
46606_44938_SO2_NC1_N9_2_val_2										0.6391147683807363	0.34258143247490347	1.9440616341923578	0.030350015807911815	0.022235380002428026	0.0	0.0
46606_44938_SO3_NC1_O9_1_val_1										1.1093760670338395	0.22557783760629468	0.05541273823317395	0.0	0.0	0.0	0.0
46606_44938_SO3_NC1_O9_2_val_2										0.8053767925241382	1.2091208167070477	0.7151773822619597	0.047118235742430785	0.0	0.0	0.0
46606_44993_PO1_NC5_C9_1_val_1										0.5592437594935228	0.028455860349797888	0.0	0.0	0.0	0.0	0.0
46606_44993_PO1_NC5_C9_2_val_2										0.9173137197443058	0.2420850671388584	0.1412715597276078	0.0	0.0	0.0	0.0
46606_44993_PO2_NC5_D10_1_val_1										1.6623218777968307	0.4731163724212035	0.5025240985046219	0.0	0.0	0.0	0.0
46606_44993_PO2_NC5_D10_2_val_2										1.8293646226212854	0.33090570255890456	2.196715747596457	0.03857817191900698	0.04824843368003807	0.0	0.0
46606_44993_PO3_NC5_E10_1_val_1										1.5365002534295955	0.51936309068734	0.7723633879058699	0.01532732621408511	0.0	0.0	0.0
46606_44993_PO3_NC5_E10_2_val_2										1.1654322962643304	0.24354613099931793	2.4116403405294267	0.30020429931901316	0.03769584999013327	0.0	0.0
46606_44993_PO4_NC5_F10_1_val_1										1.705339150477565	0.48175894532274605	0.6322117858922818	0.05216918537108648	0.0	0.0	0.0
46606_44993_PO4_NC5_F10_2_val_2										2.770267992197074	0.2064927634300118	1.97917536403944	0.3637939156927328	0.07489558494182703	0.0	0.0
